,ticker,date,count,length,PctOld,PctRecombination,ExtentOld,ExtentRecombination,AbnPctOld,AbnPctRecombination,AbnRet,|AbnRet|,AbnVol,Stories,AbnStories,Terms,MCap,BM,AbnRetPrev5,AbnVolPrev5,Illiq
18,ADP,20150506,1,344.0,1.0,0.0,0.67,0.09000000000000008,0.1311752568397494,-0.14002827632718684,0.008942550951177705,0.008942550951177705,-0.00936865363309154,1,-0.05454545454545454,344.0,24.41831614412234,9.21975534138022e-07,-0.000592364504895632,-0.006753488036310059,5.5627681864101465e-05
19,ADP,20150603,1,141.0,0.0,0.0,0.41,0.39,-0.11976666303732593,0.1324440448230187,0.0015273359661745246,0.0015273359661745246,-0.0051694866397681265,1,-0.05454545454545454,141.0,24.418899268519294,9.214380644317506e-07,0.004247798922854896,-0.005796512450271979,1.9177942332353424e-05
20,ADP,20150701,1,459.0,0.0,0.0,0.27,0.010000000000000007,-0.2721331725983095,-0.2083527528240892,0.005525396327338608,0.005525396327338608,0.0023072110387279765,1,-0.03636363636363636,459.0,24.33643699291395,8.928642696378095e-07,-0.024208354725656807,-0.017682442385211022,7.448571040434546e-05
21,ADVS,20150706,1,35.0,1.0,1.0,1.01,0.9,0.4908367366907391,0.6253852309020345,0.0008334730599805168,0.0008334730599805168,-0.005486517607316329,1,0.0,35.0,21.56911341761477,1.8233252722223693e-07,0.01653256890662383,-0.006454318431037219,7.858896568476045e-06
22,AER,20150601,1,211.0,0.0,0.0,0.57,0.28,0.036358958854681656,0.03328003216652786,0.0055797554640725465,0.0055797554640725465,-0.0058660334137661104,1,0.0,211.0,23.0550278456804,4.281610505242889e-06,0.0008975687433556926,-0.0057332790596753514,0.00027767861046031056
23,AER,20150603,1,83.0,1.0,1.0,0.93,0.42,0.4047757240399712,0.15222781290465887,0.009562335966174524,0.009562335966174524,0.002865513360231873,1,0.2,83.0,23.092508177179383,4.124104451659685e-06,0.0483057989228549,0.003015087549728022,0.00025137288050820994
24,AET,20150625,1,450.0,0.0,0.0,0.22,0.0,-0.3219000831240385,-0.21919775828184074,0.047177173974860445,0.047177173974860445,0.034447138817695885,1,0.0,450.0,24.520525861757633,1.2462271364784646e-06,0.015469183199262458,-0.0004532481114824877,1.4716784553735318e-05
26,AGN,20150311,1,170.0,0.0,0.0,0.01,0.0,-0.521519353640185,-0.252857333507421,0.027284864887874086,0.027284864887874086,0.0030758589406276278,1,0.0,170.0,24.97540716678896,7.476846146501553e-07,0.008418206730008317,-0.007935162620744021,1.1225966477483342e-05
27,AGN,20150316,1,248.0,0.0,0.0,0.21,0.16999999999999998,-0.3252956377582288,-0.07163322623885574,0.01751547711422421,0.01751547711422421,0.005854296044148946,1,0.2,248.0,24.994552617815398,7.335060163988087e-07,0.032558811355030554,-0.0032838506079113845,1.0233871628231485e-05
28,AGN,20150617,1,273.0,0.0,0.0,0.58,0.07999999999999996,0.043693244185954994,-0.1584078787289032,-0.003291872396556285,0.003291872396556285,-0.002796880334116771,1,0.0,273.0,25.490021375534948,1.1865231436894564e-06,0.008347463071662571,-0.002789751187709192,1.0431383538627055e-05
29,AIG,20150227,1,164.0,1.0,1.0,0.73,0.2,0.19882340617152128,-0.0538042305991665,0.006926022206881252,0.006926022206881252,0.0009664655630850123,1,0.0,164.0,25.046276780873573,6.836551762211215e-06,-0.008978313486492188,-0.006446375016463729,1.3027968890864395e-05
30,AIG,20150416,1,93.0,0.0,0.0,0.56,0.3500000000000001,0.03385335287652147,0.08403517617941053,-0.00696304596975525,0.00696304596975525,-0.00782827524226555,1,-0.01818181818181818,93.0,25.0929375782725,6.589676378438058e-06,0.037780889580676866,0.00424038550000627,2.4926598730045816e-05
31,AIG,20150430,1,425.0,1.0,0.0,0.98,0.030000000000000027,0.4387678059086743,-0.19160094072137188,-0.002303392555336739,0.002303392555336739,-0.01418199449066004,1,-0.03636363636363636,425.0,25.056646086864106,6.833218078280827e-06,-0.009942150437233892,-0.007187399427508422,6.0100548185519754e-06
32,AIG,20150601,1,470.0,1.0,1.0,0.73,0.44,0.18758692201290994,0.2226662033563683,0.006773755464072546,0.006773755464072546,-0.004672033413766111,1,-0.03636363636363636,470.0,25.08700501386229,6.628886250541214e-06,-0.02691143125664431,-0.011295079059675351,2.05139302140679e-05
33,AIG,20150603,1,287.0,1.0,1.0,0.73,0.4,0.1931586075546653,0.16333110666462514,0.025312335966174524,0.025312335966174524,0.018615513360231872,1,0.16363636363636364,287.0,25.102668491994915,6.525863787088616e-06,0.011679798922854898,-0.004310112450271978,1.6249352341623935e-05
34,AIG,20150615,2,170.0,0.5,0.0,0.585,0.07499999999999996,0.0744997765936739,-0.17841172153704693,0.01814395199027677,0.01814395199027677,0.005211911239126464,2,-0.07272727272727272,170.0,25.12677400127086,6.3704353836767185e-06,0.01748471131926627,-0.0009958001964747677,1.9246457727814776e-05
35,AIG,20150728,1,328.0,0.0,0.0,0.09,0.009999999999999995,-0.4482962200715401,-0.22182596430493545,0.012725576205437985,0.012725576205437985,-0.00048808845621257056,1,-0.07272727272727272,328.0,25.16486469986482,6.00616458297849e-06,0.01066859741435959,-0.009914597761949083,1.762612395577094e-05
36,ALL,20150505,2,154.5,0.5,0.5,0.7,0.4249999999999999,0.1904054010965288,0.1691153561810113,0.00041725506499018343,0.00041725506499018343,-0.0039013857692277204,2,0.0,154.5,24.07198170909926,3.7962273541929775e-06,-0.0017859810333407528,-0.008388769777473007,3.0271200853649107e-05
