gvkey,tic,datadate,fqtr,qtryr,rdq,atqr
013940,TIGR,20141231,3,2014,20150217,15.408
013940,TIGR,20150331,4,2014,20150618,13.382
013940,TIGR,20150630,1,2015,20150813,11.979
013940,TIGR,20150930,2,2015,20151106,10.148
013940,TIGR,20151231,3,2015,20160129,8.926
013948,CMS1,20140331,1,2014,20140424,16312
013948,CMS1,20140630,2,2014,20140724,16387
013948,CMS1,20140930,3,2014,20141023,16919
013948,CMS1,20141231,4,2014,20150129,17847
013948,CMS1,20150331,1,2015,20150423,17854
013948,CMS1,20150630,2,2015,20150723,17867
013948,CMS1,20150930,3,2015,20151029,17977
013948,CMS1,20151231,4,2015,20160204,18658
013962,FGP,20140131,2,2014,20140310,1620.7939
013962,FGP,20140430,3,2014,20140609,1589.8689
013962,FGP,20140731,4,2014,20140929,1572.27
013962,FGP,20141031,1,2015,20141210,1680.4351
013962,FGP,20150131,2,2015,20150311,1747.037
013962,FGP,20150430,3,2015,20150609,1592.857
013962,FGP,20150731,4,2015,20150929,2464.056
013962,FGP,20151031,1,2016,20151209,2386.186
013963,VGR,20140331,1,2014,20140512,1459.2449
013963,VGR,20140630,2,2014,20140730,1642.6619
013963,VGR,20140930,3,2014,20141029,1643.3831
013963,VGR,20141231,4,2014,20150302,1573.392
013963,VGR,20150331,1,2015,20150429,1550.923
013963,VGR,20150630,2,2015,20150729,1462.843
013963,VGR,20150930,3,2015,20151102,1398.801
013963,VGR,20151231,4,2015,20160229,1310.756
013971,MEOH,20140331,1,2014,20140429,4246.8594
013971,MEOH,20140630,2,2014,20140730,4146.8086
013971,MEOH,20140930,3,2014,20141030,4129.8164
013971,MEOH,20141231,4,2014,20150128,4775.34
013971,MEOH,20150331,1,2015,20150429,4586.034
013971,MEOH,20150630,2,2015,20150729,4664.073
013971,MEOH,20150930,3,2015,20151028,4547.397
013971,MEOH,20151231,4,2015,20160127,4494.043
013988,SCHW,20140331,1,2014,20140415,144066
013988,SCHW,20140630,2,2014,20140716,143401
013988,SCHW,20140930,3,2014,20141015,147444
013988,SCHW,20141231,4,2014,20150116,154642
013988,SCHW,20150331,1,2015,20150415,160169
013988,SCHW,20150630,2,2015,20150716,163627
013988,SCHW,20150930,3,2015,20151015,170402
013988,SCHW,20151231,4,2015,20160119,183718
013992,EXETF,20140331,1,2014,20140507,1700.845
013992,EXETF,20140630,2,2014,20140806,1709.7339
013992,EXETF,20140930,3,2014,20141106,1681.9729
013992,EXETF,20141231,4,2014,20150225,1650.966
013992,EXETF,20150331,1,2015,20150507,1589.59
013992,EXETF,20150630,2,2015,20150806,1737.746
013992,EXETF,20150930,3,2015,20151111,787.36
013992,EXETF,20151231,4,2015,20160225,742.067
014007,1641B,20140131,2,2014,20140228,8660.7031
014007,1641B,20140430,3,2014,20140612,8775.9883
014007,1641B,20140731,4,2014,20140917,8761.7227
014007,1641B,20141031,1,2015,20141209,9044.9219
014007,1641B,20150131,2,2015,20150310,8911.028
014007,1641B,20150430,3,2015,20150612,8871.445
014010,TGA,20140331,1,2014,20140507,692.3408
014010,TGA,20140630,2,2014,20140813,705.8589
014010,TGA,20140930,3,2014,20141112,720.3059
014010,TGA,20141231,4,2014,20150305,654.058
014010,TGA,20150331,1,2015,20150507,614.345
014010,TGA,20150630,2,2015,20150813,599.744
014010,TGA,20150930,3,2015,20151110,501.808
014010,TGA,20151231,4,2015,20160309,455.5
014017,CAON,20140331,1,2014,20140521,0.003
014017,CAON,20140630,2,2014,20140821,0.003
014018,QZMRD,20140131,2,2014,20140317,1.792
014018,QZMRD,20140430,3,2014,20140612,1.854
014018,QZMRD,20140731,4,2014,20140926,1.814
014018,QZMRD,20141031,1,2015,20141215,1.655
014018,QZMRD,20150131,2,2015,20150330,1.391
014018,QZMRD,20150430,3,2015,20150612,1.374
014018,QZMRD,20150731,4,2015,20151027,0.366
014018,QZMRD,20151031,1,2016,20151208,0.341
014027,CLH,20140331,1,2014,20140507,3863.9551
014027,CLH,20140630,2,2014,20140806,3932.4431
014027,CLH,20140930,3,2014,20141105,3761.217
014027,CLH,20141231,4,2014,20150225,3704.278
014027,CLH,20150331,1,2015,20150506,3546.042
014027,CLH,20150630,2,2015,20150805,3746.637
014027,CLH,20150930,3,2015,20151104,3599.861
014027,CLH,20151231,4,2015,20160224,3431.428
014032,LOCK,20140331,1,2014,20140430,487.0149
014032,LOCK,20140630,2,2014,20140730,513.9329
014032,LOCK,20140930,3,2014,20141029,528.2688
014032,LOCK,20141231,4,2014,20150210,563.316
014032,LOCK,20150331,1,2015,20150429,589.535
014032,LOCK,20150630,2,2015,20150729,622.687
014032,LOCK,20150930,3,2015,20151028,662.899
014032,LOCK,20151231,4,2015,20160210,592.809
014033,ANFI,20140331,4,2013,20140616,422.45
014033,ANFI,20140630,1,2014,20140828,419.7
014033,ANFI,20140930,2,2014,20141124,410.3049
014033,ANFI,20141231,3,2014,20150302,429.597
014033,ANFI,20150331,4,2014,20150716,497.072
014033,ANFI,20150630,1,2015,,
014033,ANFI,20150930,2,2015,20160426,472.481
014033,ANFI,20151231,3,2015,,
014040,CAME,20140331,1,2014,20140512,1.003
014040,CAME,20140630,2,2014,20140731,1.092
