date,mcap,WeightedReturn,WeightedTurnover,ValueWeightedReturn,ValueWeightedTurnover
20140224,11517191129.069933,77474483.84371035,111110252.03809728,0.006726855791093117,0.009647339424423527
20140225,11585199360.057299,-14375389.899378005,88232140.81451382,-0.0012408409603153266,0.0076159363401820165
20140226,11582935515.425154,9634020.55614293,89550551.63536704,0.0008317425702071096,0.007731248396929374
20140227,11557645695.210596,65080295.775605604,81251624.59057003,0.005630930164486216,0.0070301189994291064
20140228,11684733706.830885,20811586.09092429,97059562.19459139,0.0017810920311138844,0.008306527528124193
20140303,11587111959.400476,-87716142.91945577,80121639.59993918,-0.007570147179625099,0.006914720413565825
20140304,11726805248.065098,185572580.20915258,80182476.16365246,0.015824649278606526,0.006837537971126657
20140305,11787591699.118187,7601743.309227575,75766740.15918487,0.0006448936732170872,0.006427669204461237
20140306,11824815858.928978,10731276.021930218,74717232.02468403,0.0009075216180915813,0.006318680385053494
20140307,11854878462.73328,-6449389.042634177,74946493.21762295,-0.0005440282718130199,0.006321995915286943
20140310,11778332822.072748,3219237.794187946,63303553.77990536,0.00027331863030352247,0.005374576753449663
20140311,11819932143.341795,-59535243.491578214,75078136.63621157,-0.005036851546149916,0.006351824674264592
20140312,11678501831.650883,6152014.468286274,70282789.16728935,0.0005267811365678076,0.006018134019280631
20140313,11778871373.782864,-146174538.55164444,82856043.88839753,-0.012409893436564417,0.007034293970882182
20140314,11574724880.097853,-41247659.14931761,76705370.42885023,-0.003563597370702162,0.006626971372835064
20140317,11623030544.906555,118576900.49884959,66168351.314699,0.010201891842296876,0.005692865647995333
20140318,11693068323.588268,93944688.48775892,64506352.48726109,0.008034220436243033,0.0055166317943369314
20140319,11768531979.9699,-68851032.39036702,73161841.35365148,-0.005850435084643677,0.006216734719179359
20140320,11688688114.599617,73941250.3055944,74449657.82339256,0.006325881021090721,0.0063693767079303016
20140321,11872579810.416206,-54024855.63809352,138813344.11851788,-0.004550388921428495,0.01169192764631764
20140324,11752750982.157137,-53266786.67524845,95457130.41618927,-0.004532282421036347,0.008122109501095612
20140325,11721990063.513124,54876157.986865096,83173153.16651967,0.0046814711230371495,0.007095480606608906
20140326,11771886284.548775,-89597157.65943122,88902891.88845886,-0.007611113078541392,0.007552136483440944
20140327,11622185821.684565,-20914380.40219239,92445676.77822936,-0.0017995221142627523,0.00795424184371111
20140328,11629250847.973251,39880025.538283765,73286293.82421921,0.0034292858636920764,0.006301892940678252
20140331,11702495983.029037,85182926.61941971,75200976.33194266,0.007279039167623045,0.006426062990408126
20140401,11746122313.122496,89732573.9827088,76531541.02827483,0.007639335909388722,0.006515472850369995
20140402,11816635780.046825,27654067.870101705,74232126.95093341,0.0023402657393229837,0.006282001775520516
20140403,11689187249.91187,-29518717.216348264,73536963.30755177,-0.002525301082551383,0.006291024494291184
20140404,11898976766.520386,-164759404.46803576,102701258.94881202,-0.013846518713408355,0.008631100048684684
20140407,11640680163.427628,-121365155.30909812,101950805.89855595,-0.010425950511929695,0.008758148533181267
20140408,11557026339.153955,43070949.18652587,90562513.25462556,0.003726819332461513,0.007836143190901068
20140409,11632718281.62776,144685486.22242707,82026693.4598623,0.012437805396777933,0.007051377973230205
20140410,11740122227.442678,-258561840.60235113,102274371.51945867,-0.02202377757174961,0.008711525275298334
20140411,11404290122.620127,-110223362.26822801,96510227.07082403,-0.009665078762737077,0.008462624681864098
20140414,11467990019.6135,94366938.61605588,76648367.2747708,0.008228725212932848,0.006683679279776181
20140415,11501497475.545534,74724101.87867829,93011335.73975785,0.006496901993636617,0.008086889201820754
20140416,11624673106.2304,122235112.38906658,83453412.17692491,0.010515144062292214,0.007178990016691044
20140417,11637449894.272953,13544326.011842616,91918417.47707444,0.0011638568702674354,0.007898501674521455
20140421,11690975195.931751,57169963.23472625,64945876.17297377,0.004890093621498775,0.005555214606526046
20140422,11753395920.91185,64653270.89271279,84072751.75814465,0.005500816217522337,0.007153060470681577
20140423,11799550914.137611,-41960975.21455192,84000120.01138708,-0.003556150189095455,0.007118925171189565
20140424,11829707324.304777,28718832.402344592,96979176.75997004,0.002427687483302329,0.008197935426578226
20140425,11739532282.840837,-105833416.0701885,86620163.62032709,-0.009015130545267173,0.0073785021015646424
20140428,11718904401.270552,47487120.40772517,111789785.44909489,0.004052180884979032,0.009539269339629971
20140429,11758167595.154203,76107957.896853,78523902.15240954,0.006472773693770001,0.006678243146046919
20140430,11751730759.850218,29705844.688354094,86395167.07337114,0.0025277846553329914,0.007351697280926499
20140501,11807623157.103148,3722079.607889,77849787.88714287,0.00031522682917348166,0.006593180257477182
20140502,11823391077.610386,-17902448.738527574,69733994.87099056,-0.0015141551709668916,0.005897969069385162
20140505,11735680575.138176,25011879.81267457,62603443.20473171,0.002131267944158414,0.005334453575479547
20140506,11793530292.356426,-124517392.4861834,79094966.13198791,-0.010558110201055328,0.006706640350366558
20140507,11719755923.856974,49640318.89463057,91001756.75992869,0.004235610299151515,0.007764816720686449
20140508,11726514422.487112,-7711444.041815922,77127558.31084599,-0.0006576075177998526,0.006577193830328976
20140509,11725082562.775522,21124742.08947159,67060696.602741465,0.001801671073646667,0.005719422122931907
20140512,11809984863.043226,123537666.32178484,66416416.08181305,0.010460442392976221,0.005623751160735925
20140513,11888201114.860826,9474687.30623574,63459585.35628368,0.0007969824210318854,0.005338030938672137
20140514,11876112462.895754,-57076367.73778596,60770520.397638425,-0.004805980737897881,0.005117038137479943
20140515,11798027460.458664,-110473210.18876229,81822910.70136367,-0.009363701733956424,0.006935304310453155
20140516,11719468595.027088,34521451.57367105,72895055.92204596,0.002945649906713305,0.006219996694472773
20140519,11721335608.81463,55545802.07915776,62418956.70882826,0.004738862867930037,0.005325242684962302
20140520,11803845290.334114,-70452231.46750513,66517286.18859026,-0.0059685830959845575,0.005635221790229635
20140521,11768323728.436705,103577725.52776395,62129516.01225385,0.008801400090437785,0.005279385360731158
20140522,11836036040.238455,29254592.376140974,62862353.22364514,0.0024716545536601457,0.005311098496991285
20140523,11883167113.701315,55218166.114165016,54774593.53953875,0.0046467549926566595,0.004609427185146924
20140527,11967989511.460262,72811645.93900602,69612501.3526031,0.006083866122148863,0.005816557683806776
20140528,11994831935.434662,-15580688.139645625,66313734.00935399,-0.0012989500998023796,0.005528525482166412
20140529,12013578465.31846,65004760.687443465,63919026.841311134,0.005410940701399106,0.005320565144335348
20140530,12025023423.096373,21986812.400847748,80546236.66437775,0.0018284215861582309,0.006698218692004641
20140602,12061146188.191658,5124825.406501031,59173940.66729478,0.0004249036805074495,0.004906162295357005
20140603,12026301800.855452,-4765756.669725652,62075177.55293055,-0.0003962778207833314,0.005161618141706292
20140604,12035164344.419949,18930333.251516465,63626326.89555015,0.0015729185501561873,0.00528670195725663
20140605,12095254655.534773,76329722.83387153,69961598.45387848,0.00631071647581584,0.005784218724313022
20140606,12180339474.286886,51914302.76537429,65152006.99059348,0.004262139234704186,0.005348948371113268
20140609,12189970027.046593,10392614.405202575,61222094.69466951,0.0008525545495307929,0.005022333488829956
20140610,12198769267.312197,14612115.572116168,63435133.177523345,0.0011978352284497068,0.005200125667390401
20140611,12183263324.81132,-44878275.56432508,62262981.68919573,-0.0036836005565873383,0.005110534019436044
20140612,12165240565.25219,-98730032.61982937,73323767.82570064,-0.008115748479469765,0.0060273175390494725
20140613,12106926249.618046,41236183.9543385,62296501.975613944,0.003405999434054489,0.005145525849517692
20140616,12097172585.781694,3756511.3083789693,60382583.93259633,0.0003105280413039781,0.004991462550808482
20140617,12108519105.795975,25143642.618727412,60659135.610490814,0.0020765249985600573,0.005009624635390397
20140618,12160262293.371777,84972557.65417731,66976073.03646161,0.006987724080630523,0.005507781939289946
20140619,12246258328.706072,10569625.546659166,65504752.33812843,0.000863090199712939,0.0053489605216460925
20140620,12275349386.97244,19758154.22435407,108824457.71368776,0.0016095797847776917,0.008865283934743298
20140623,12268013259.145554,9744907.938802427,62340322.81954232,0.0007943346435118822,0.005081533700908652
20140624,12251856190.505003,-83056140.8903842,72453577.96604882,-0.006779065930822091,0.005913681718056666
20140625,12170261395.603949,65611556.73134168,73079587.59491777,0.005391137839902223,0.00600476729458868
20140626,12259028736.50945,-17516283.214810845,61525689.37327458,-0.0014288475532033304,0.005018806195472951
20140627,12213405556.233368,22674457.9169643,92217240.50026576,0.0018565221479435697,0.00755049360112346
20140630,12244649860.721132,-11466273.149830883,66872773.77659283,-0.0009364312806210036,0.005461387180299041
20140701,12270950380.408258,96709457.04801562,70160973.12332207,0.007881170899559784,0.0057176478551604895
20140702,12331213144.708733,21163454.079928257,63046500.8253755,0.0017162507720507125,0.0051127573650309064
20140703,12395758897.08548,65828445.21580998,43023332.61280801,0.005310561923827651,0.0034708106998534603
20140707,12390714811.439367,-49296779.11510668,61124083.45465126,-0.003978525844981507,0.004933055468133302
20140708,12333269328.848558,-106248171.64045969,81861942.65313137,-0.008614761326255662,0.0066374892553144335
20140709,12296849289.84278,64416359.843431905,69216325.07830559,0.0052384442815477895,0.005628785345485075
20140710,12192358927.717028,-45686179.44987738,69730205.75751653,-0.003747115691125076,0.0057191726532097135
20140711,12280090963.924738,27339518.812253002,59220907.08836821,0.002226328688652909,0.004822513714462022
20140714,12374493498.025633,77103929.57492614,68782024.97247218,0.006230875598037865,0.005558370933197908
20140715,12396199085.060652,-28554913.665563196,81987700.73728548,-0.0023035217060991147,0.006613938689972591
20140716,12414987577.358614,50088304.99244914,85944199.25611666,0.00403450302953149,0.006922616613234015
20140717,12370916684.398615,-140864600.51667142,87383380.32363701,-0.01138675525107372,0.00706361400314329
20140718,12342266937.238268,134954849.05927965,77302663.68979263,0.010934364792589508,0.0062632467830168355
20140721,12379858888.840208,-29264741.247004505,66318964.26785977,-0.0023638994199994584,0.00535700486276486
20140722,12428569721.44457,65743501.37138102,74032478.8605198,0.005289707733460714,0.005956637048330853
20140723,12480820495.018713,38330876.41026174,80701789.13954854,0.0030711824134927817,0.0064660644043200415
20140724,12505402243.745987,-4649917.444068892,87004498.5433438,-0.0003718326970565332,0.006957353058103763
20140725,12426298873.989176,-64645925.630744144,68469073.59359203,-0.0052023475603070754,0.0055100134229760095
20140728,12410387894.597216,14688.720559092879,69296292.42932442,1.1835827118254313e-06,0.005583732999956603
20140729,12440564025.095476,-44836722.12707999,75574364.98734242,-0.003604074705667205,0.006074834294883379
20140730,12426584585.072468,13781093.796457862,80209552.71660762,0.0011090009247603327,0.006454674023058594
20140731,12273219808.355253,-248198608.05179086,96889239.06170422,-0.020222778694375245,0.007894361917623672
20140801,12084850703.908108,-42040161.687910356,91363339.89224246,-0.0034787489492373314,0.0075601546209169606
20140804,12101302096.38744,79784291.68123855,68619390.98080139,0.006593033629418795,0.005670413847554975
20140805,12103739208.54538,-119244788.3446291,80085634.37652318,-0.009851896698207187,0.006616602770157324
20140806,11964795701.056807,11962501.174052112,77722991.24338426,0.0009998082268128914,0.006495973118581479
20140807,12089749028.488108,-68343781.30802813,73352067.44241065,-0.0056530355714567646,0.006067294471503495
20140808,11985621137.061659,121318245.389027,64700421.21380168,0.010121982332137092,0.005398170063438477
20140811,12138739300.86776,34049971.13713271,56556719.18415304,0.0028050665141724058,0.004659192176580478
20140812,12106091729.411535,-18822725.19929387,54751768.392357245,-0.0015548143546248202,0.004522662607895064
20140813,12151690683.734991,91060549.24317862,58089903.473848544,0.007493652662263939,0.004780396817670955
20140814,12212872824.423948,56549369.42583409,55842126.66140063,0.004630308547284933,0.004572398932192645
20140815,12301826900.151608,683181.3725638366,72557491.67199388,5.553495250005648e-05,0.0058981070259653615
20140818,12313763420.050598,105308093.91742276,60412967.295399904,0.008552064086755861,0.004906133505620954
20140819,12390571373.787796,60836248.567256786,61185557.74674007,0.004909882420431041,0.004938073951632115
20140820,12398379338.655293,25674064.956209816,57669924.23510122,0.0020707597545563065,0.004651408273603928
20140821,12458925254.421314,41986321.45889418,59918962.028352164,0.0033699794004297796,0.00480932029085644
20140822,12475236644.34,-17625793.81790083,54786984.64666597,-0.0014128624827247369,0.004391658948732067
20140825,12525423638.273819,59535627.494574614,52323300.94622576,0.004753182743668019,0.004177367764739066
20140826,12546766053.948463,21377956.965823505,55012286.68814785,0.0017038619253680806,0.004384578978487887
20140827,12563354224.777325,2804132.0135722286,56543361.506802686,0.00022319931153751493,0.00450065806433193
20140828,12499416995.313946,-24899822.219763573,51483660.956106804,-0.0019920786888779343,0.004118884982828249
20140829,12536908281.46242,36920306.498208985,55118315.10052672,0.0029449291379758154,0.00439648387489816
20140902,12549928070.628654,3911922.8429796603,67694388.03745066,0.000311708785975831,0.0053940060577621855
20140903,12581752278.812689,-20218293.864082873,72948108.44400734,-0.0016069537387196776,0.005797929161810781
20140904,12539251994.10897,-10859135.958457546,71678491.74510811,-0.0008660114625305596,0.005716329154145971
20140905,12510909984.77549,65108601.87930504,71992940.75976957,0.005204145978073187,0.005754412816284162
20140908,12559768257.921293,-28168454.914577935,65408784.248385094,-0.00224275275913729,0.005207801840382888
