ticker,date,count,length,PctOld,PctRecombination,ExtentOld,ExtentRecombination,AbnPctOld,AbnPctRecombination
HCBK,20150415,1,214.0,0.0,0.0,0.02,-0.009999999999999998,-0.5137832985351685,-0.2562924567206501
HD,20150224,1,400.0,1.0,1.0,0.84,0.31999999999999995,0.29946824051589727,0.09590832916342726
HD,20150519,1,322.0,1.0,1.0,0.94,0.82,0.40190729174710793,0.5874871405729973
HD,20150722,1,487.0,0.0,0.0,0.29,0.019999999999999962,-0.25283537150795315,-0.19578788645454334
HES,20150611,2,438.0,0.5,0.0,0.475,0.09499999999999997,-0.04556421873888028,-0.1258951825308879
HES,20150729,1,418.0,0.0,0.0,0.58,0.039999999999999925,0.03896050016195718,-0.1822892175668346
HIG,20150729,1,94.0,0.0,0.0,0.26,0.13,-0.2662348490557974,-0.13578405407303
HLT,20150716,1,220.0,0.0,0.0,0.15,0.06999999999999999,-0.384063213354051,-0.1754457142423811
HMSY,20150714,1,332.0,1.0,1.0,1.01,0.9,0.47156975013571767,0.668628040991632
HON,20150402,1,159.0,1.0,1.0,0.96,0.7,0.42911645070273285,0.4453967159714642
HON,20150417,1,178.0,0.0,0.0,0.38,0.010000000000000009,-0.15196220872686006,-0.2416148163180351
HON,20150717,1,495.0,1.0,1.0,0.65,0.5,0.1069700365159636,0.2849279021909045
HON,20150728,1,223.0,0.0,0.0,0.04,0.03,-0.4942009424789194,-0.21502641760796673
HPQ,20150224,1,420.0,0.0,0.0,0.38,0.36,-0.161094819719365,0.1379081418068047
HPQ,20150225,1,178.0,0.0,0.0,0.15,0.12,-0.38196220872686004,-0.13161481631803512
HPQ,20150302,1,81.0,1.0,1.0,1.01,0.27,0.48496973816360034,0.001867748294846372
HPQ,20150421,1,437.0,1.0,1.0,0.99,0.85,0.44844336140573726,0.6295630891355859
HPQ,20150521,2,339.0,0.0,0.0,0.535,0.125,0.017357400874854823,-0.10613923521941343
HRC,20150617,1,217.0,0.0,0.0,0.55,0.45000000000000007,0.016075989565222604,0.20413228357116586
HRG,20150428,1,390.0,0.0,0.0,0.16,0.11,-0.38024167138490594,-0.11511410880855798
HUM,20150625,1,79.0,1.0,1.0,0.73,0.43,0.20516722712258773,0.16150874387264103
HUM,20150703,1,260.0,0.0,0.0,0.28,-0.009999999999999953,-0.25579053576641797,-0.2500651518801341
IBM,20150420,1,464.0,0.0,0.0,0.44,0.22,-0.10226106954000475,0.002112268339595297
IBM,20150520,1,287.0,0.0,0.0,0.52,0.22000000000000003,-0.01684139244533467,-0.0166688933353748
IBM,20150720,1,255.0,0.0,0.0,0.23,0.08000000000000002,-0.3055865602606971,-0.16071394024738941
ICE,20150708,1,20.0,1.0,1.0,0.83,0.6399999999999999,0.31387736958026846,0.3674402607338047
IEP,20150518,1,341.0,1.0,0.0,1.01,0.19999999999999996,0.47127283584367197,-0.030361659871869257
INTC,20150312,1,402.0,1.0,0.0,0.76,0.15000000000000002,0.2194109255002663,-0.07388902157431856
INTC,20150327,2,220.0,0.5,0.0,0.35000000000000003,0.030000000000000027,-0.16304408312019208,-0.21600010227200694
INTC,20150414,2,184.0,0.5,0.5,0.525,0.375,0.013734729029010517,0.12374794670100625
INTC,20150601,1,24.0,1.0,1.0,0.85,0.18999999999999995,0.33296338895783606,-0.08378980524165575
INTC,20150702,1,136.0,0.0,0.0,0.47,0.18,-0.05943730961110816,-0.07839730303711945
INTC,20150715,2,288.5,0.0,0.0,0.42000000000000004,0.255,-0.09587831119667278,0.017960328749565935
JACK,20150706,1,44.0,0.0,0.0,0.01,0.0,-0.510607711054132,-0.2739848345767322
JBLU,20150305,1,322.0,1.0,1.0,0.71,0.21999999999999997,0.17190729174710795,-0.012512859427002587
JCI,20150331,1,396.0,1.0,0.0,0.77,0.09999999999999998,0.22958356691648518,-0.12449879540177491
JCI,20150402,1,256.0,1.0,1.0,0.79,0.45,0.25437239415918445,0.2094163347198733
JCI,20150610,1,75.0,0.0,0.0,0.18,0.13,-0.34442679116981684,-0.13920478255012075
JNJ,20150304,1,196.0,0.0,0.0,0.21,0.10999999999999999,-0.32290519227101455,-0.13890023610908703
JNJ,20150414,1,412.0,1.0,0.0,0.94,0.10999999999999999,0.39912775219106555,-0.11288474599990383
JNJ,20150714,1,287.0,1.0,1.0,0.75,0.4,0.2131586075546653,0.1633311066646252
JPM,20150225,1,98.0,0.0,0.0,0.16,0.12,-0.36658094726429424,-0.14506192696855807
JPM,20150311,1,375.0,1.0,1.0,0.86,0.26,0.32020489382430384,0.033322622758072934
JPM,20150313,1,256.0,0.0,0.0,0.08,-0.009999999999999995,-0.4556276058408156,-0.2505836652801267
JPM,20150414,2,168.5,0.5,0.5,0.535,0.14500000000000002,0.02458458617238035,-0.10864723014834154
JPM,20150508,1,358.0,1.0,1.0,0.61,0.14,0.0707286969822688,-0.08849415615900225
JPM,20150512,1,454.0,0.0,0.0,0.23,0.07,-0.31200414069679716,-0.1488209228309304
JPM,20150519,1,342.0,0.0,0.0,0.18,0.0,-0.35875976652532765,-0.23025034638067907
JPM,20150520,2,470.0,0.5,0.5,0.765,0.63,0.2436060522467688,0.41211181532674246
JPM,20150617,1,435.0,1.0,1.0,0.94,0.36,0.39849693089013605,0.13937045170909493
JPM,20150714,1,105.0,0.0,0.0,0.17,0.09000000000000001,-0.3571624515131825,-0.17380416438750051
JPM,20150721,1,334.0,1.0,0.0,0.97,0.15999999999999992,0.4315032182740809,-0.07114611632632767
KHC,20150324,1,189.0,1.0,0.0,0.68,0.030000000000000027,0.1474532399266547,-0.2199428350080514
KHC,20150325,2,181.0,0.5,0.5,0.6,0.475,0.0888947963042439,0.22329093285043872
KKR,20150227,2,104.0,0.5,0.5,0.44999999999999996,0.18499999999999994,-0.056062031822253,-0.07953764040570233
KKR,20150423,1,464.0,1.0,1.0,0.92,0.56,0.3777389304599953,0.34211226833959535
KKR,20150610,1,39.0,1.0,1.0,0.7,0.17999999999999994,0.18016823813715055,-0.09442325861365164
KKR,20150623,1,333.0,0.0,0.0,0.38,0.19,-0.1584635556952939,-0.04125894160126917
KKR,20150709,1,418.0,0.0,0.0,0.04,0.010000000000000002,-0.5010394998380427,-0.21228921756683453
KKR,20150720,1,29.0,1.0,1.0,0.85,0.54,0.3319363643374009,0.2655064201637353
KKR,20150730,1,480.0,1.0,1.0,0.83,0.47,0.2873370404147897,0.2535797164721091
KO,20150722,1,406.0,0.0,0.0,0.57,0.04999999999999993,0.029296981727549354,-0.1734855290094852
KR,20150625,1,500.0,0.0,0.0,0.19,0.16,-0.353150287844789,-0.0546284234599789
LC,20150306,1,36.0,0.0,0.0,0.57,0.24999999999999994,0.05066522130101969,-0.024583288172847384
LIVN,20150226,1,459.0,0.0,0.0,0.19,0.16,-0.3521331725983095,-0.05835275282408922
LL,20150521,1,267.0,0.0,0.0,0.26,0.25,-0.27607096798748476,0.010832448915190723
LLY,20150723,1,137.0,0.0,0.0,0.05,0.010000000000000002,-0.479503903541914,-0.24822830380230904
LNKD,20150409,1,406.0,0.0,0.0,0.36,0.07999999999999996,-0.1807030182724506,-0.14348552900948516
LO,20150526,1,367.0,1.0,1.0,0.69,0.1399999999999999,0.15044896196384772,-0.08752620616951146
LO,20150609,1,190.0,0.0,0.0,0.55,0.12000000000000005,0.01740141312944632,-0.12979288763492364
LOW,20150225,1,256.0,0.0,0.0,0.24,0.009999999999999981,-0.2956276058408156,-0.23058366528012672
LOW,20150520,1,161.0,0.0,0.0,0.05,0.04,-0.4810016009617358,-0.2142825683307686
LUV,20150305,1,125.0,0.0,0.0,0.41,0.0,-0.1186792608868052,-0.26027990890605956
M,20150513,1,409.0,1.0,1.0,0.79,0.7000000000000001,0.24921211658539089,0.4768155257602965
MA,20150429,1,295.0,0.0,0.0,0.43,0.21,-0.10713768233658755,-0.025695525734098223
MAC,20150309,1,15.0,0.0,0.0,0.46,0.35000000000000003,-0.05483114082737911,0.08048296374489033
MAC,20150317,1,217.0,0.0,0.0,0.43,0.25,-0.10392401043477745,0.004132283571165796
MAC,20150320,1,31.0,0.0,0.0,0.37,0.36,-0.14844459197035875,0.08539748770732669
MCD,20150401,1,9.0,0.0,0.0,0.42,0.19999999999999998,-0.09299241058723146,-0.060790377394473155
MCD,20150504,1,197.0,0.0,0.0,0.4,0.34,-0.13295558420646714,0.09124737810058481
MCD,20150508,1,33.0,0.0,0.0,0.6,0.25999999999999995,0.0811892758906998,-0.014638803486517138
MCD,20150527,2,273.5,1.0,0.5,0.65,0.10999999999999999,0.13469291088740876,-0.1288993575913653
MCD,20150723,1,93.0,1.0,1.0,0.61,0.48,0.0838533528765214,0.21403517617941042
MCK,20150430,1,205.0,0.0,0.0,0.25,0.2,-0.28335173681896,-0.047583433930022956
MET,20150414,1,389.0,1.0,0.0,1.01,0.15000000000000002,0.46978766571904906,-0.07521720748849675
MET,20150506,1,122.0,1.0,0.0,0.78,0.10999999999999999,0.25153613847420964,-0.15080064933447845
MET,20150729,1,15.0,1.0,0.0,0.64,0.06000000000000005,0.12516885917262088,-0.20951703625510965
MGI,20150505,1,440.0,0.0,0.0,0.1,0.020000000000000004,-0.4416366219985485,-0.20014896437282492
MGI,20150506,1,40.0,0.0,0.0,0.24,0.03,-0.2799919318606119,-0.2443509039511597
MGM,20150616,1,326.0,0.0,0.0,0.04,-0.010000000000000002,-0.4982287152704539,-0.24205413850371277
MMM,20150623,1,76.0,1.0,1.0,0.63,0.34,0.105470290095112,0.07097292627483143
MMS,20150309,1,331.0,0.0,0.0,0.15,0.13,-0.3883968638122415,-0.10148516926210505
MO,20150526,1,44.0,0.0,0.0,0.25,0.2,-0.27060771105413206,-0.07398483457673216
MON,20150430,1,69.0,1.0,0.0,0.8,0.010000000000000009,0.27621212713513055,-0.2602578450925792
MON,20150507,1,33.0,1.0,0.0,0.89,0.07000000000000006,0.37118927589069983,-0.20463880348651703
MON,20150508,1,256.0,1.0,0.0,0.93,-0.009999999999999898,0.39437239415918446,-0.2505836652801266
MON,20150624,1,469.0,1.0,1.0,0.67,0.47000000000000003,0.12761214695231016,0.25257418765477524
MON,20150714,2,106.0,0.0,0.0,0.255,0.06,-0.2512240413968172,-0.20417969069331193
MPC,20150429,1,404.0,0.0,0.0,0.53,0.41000000000000003,-0.010646160097580126,0.18631302437590094
MRK,20150430,1,113.0,0.0,0.0,0.56,0.30000000000000004,0.03220701462526643,0.037619658215453655
MRK,20150728,1,98.0,0.0,0.0,0.57,0.4099999999999999,0.04341905273570568,0.14493807303144185
MS,20150306,1,424.0,1.0,1.0,0.79,0.45,0.24879517591193867,0.22830115750909982
MS,20150311,1,131.0,0.0,0.0,0.19,0.1,-0.33909868841304386,-0.1592477156731603
MS,20150324,1,490.0,0.0,0.0,0.55,0.13000000000000006,0.007091353918011634,-0.08551860519497284
MS,20150401,1,340.0,1.0,1.0,0.8,0.52,0.26130551476765673,0.2895268400867364
MSFT,20150416,1,134.0,1.0,1.0,0.81,0.7300000000000001,0.28069699446436014,0.47126361120048704
MSFT,20150423,1,100.0,1.0,1.0,0.64,0.28,0.11324987319946067,0.01529834283531073
MSFT,20150505,1,328.0,0.0,0.0,0.41,0.06,-0.12829622007154012,-0.17182596430493544
MSFT,20150617,1,250.0,0.0,0.0,0.33,0.2,-0.20537941081305894,-0.04136924784102733
MSFT,20150629,1,150.0,0.0,0.0,0.13,0.05,-0.4003378520585933,-0.20606468244569498
MSFT,20150708,2,137.5,0.0,0.0,0.295,0.27999999999999997,-0.21351793273842984,0.02130167137993405
MSFT,20150721,1,127.0,0.0,0.0,0.23,0.14,-0.2988207177335418,-0.1199344509276895
MSI,20150402,1,288.0,1.0,0.0,0.62,0.09999999999999998,0.0831212158423239,-0.13654642947028625
MTB,20150415,1,401.0,0.0,0.0,0.35,0.019999999999999962,-0.1905604457948753,-0.2039902705413704
MU,20150713,2,192.5,0.5,0.5,0.445,0.11499999999999999,-0.06670810685458278,-0.13497387840714978
MYL,20150408,1,486.0,1.0,1.0,0.92,0.77,0.3771891349180867,0.5541221216657746
MYL,20150417,1,451.0,0.0,0.0,0.54,-0.010000000000000009,-0.001926167577376403,-0.22910335623836103
MYL,20150420,1,157.0,1.0,1.0,0.74,0.55,0.20923564186738586,0.2950745355752896
MYL,20150421,2,359.5,0.5,0.5,0.5700000000000001,0.18500000000000005,0.051700815919841214,-0.04388624449759926
MYL,20150424,2,283.0,0.5,0.0,0.73,0.05499999999999994,0.2143283450505198,-0.1827154383881489
MYL,20150427,1,364.0,1.0,1.0,1.01,0.47,0.4705415894052678,0.24215269508464213
MYL,20150429,2,141.0,0.5,0.0,0.63,0.08999999999999997,0.12125246719653315,-0.16811034320660717
MYL,20150505,1,380.0,1.0,0.0,0.73,0.14,0.19005446766329925,-0.0861522494510421
MYL,20150508,1,1.0,0.0,0.0,0.37,0.32,-0.1417136798333597,0.14523230193551104
MYL,20150723,2,205.5,0.5,0.5,0.62,0.20999999999999996,0.10764303508263129,-0.03806543169111637
NDAQ,20150506,1,117.0,1.0,1.0,0.95,0.53,0.42190410591968075,0.2683248658299671
NE,20150714,1,456.0,1.0,1.0,0.89,0.27,0.34794410894298033,0.05136672608579637
NFBK,20150706,1,247.0,0.0,0.0,0.53,0.34,-0.005253551895287756,0.09823438264108933
NFLX,20150226,1,175.0,0.0,0.0,0.29,0.05999999999999997,-0.24179796621798838,-0.1920781056453397
NFLX,20150415,1,101.0,0.0,0.0,0.05,-0.009999999999999995,-0.47683378621142164,-0.2745217705291353
NFLX,20150514,1,34.0,1.0,1.0,0.87,0.62,0.3510113779823588,0.34536633884057877
NFLX,20150609,1,80.0,1.0,1.0,0.78,0.34,0.25506803959303126,0.07168809467989218
NFLX,20150623,1,436.0,0.0,0.0,0.21,0.06999999999999998,-0.3315298787068073,-0.15053316198680794
NFLX,20150624,1,153.0,0.0,0.0,0.6,0.33999999999999997,0.06947754209857704,0.08442576511359867
NFLX,20150715,4,200.75,0.25,0.25,0.4,0.2675,-0.09110454505677729,0.01818923915957124
NKE,20150319,1,366.0,0.0,0.0,0.54,0.12000000000000005,0.0004797700383453174,-0.10763306834109995
NKE,20150625,2,74.0,0.5,0.5,0.37,0.16499999999999998,-0.13330375958045404,-0.10493634784135669
NKE,20150630,1,69.0,1.0,1.0,0.91,0.8400000000000001,0.38621212713513053,0.5697421549074209
NSM,20150324,1,420.0,1.0,0.0,0.72,0.06999999999999995,0.17890518028063496,-0.15209185819319535
NXPI,20150528,1,192.0,0.0,0.0,0.37,0.21,-0.16270161088523172,-0.03949400228227054
NYT,20150420,1,215.0,1.0,0.0,0.73,0.0,0.1961696276080923,-0.24615057037285415
OB,20150408,1,294.0,1.0,1.0,0.62,0.29,0.08289900264811201,0.05418359000416023
OCN,20150318,1,221.0,1.0,1.0,0.72,0.31999999999999995,0.18589071488342168,0.07469435031717456
OCN,20150324,1,377.0,0.0,0.0,0.53,0.18000000000000005,-0.009855468962659653,-0.04646683429215212
OCR,20150430,1,5.0,0.0,0.0,0.11,0.039999999999999994,-0.4015962088543997,-0.20548691994821716
OCR,20150520,1,54.0,1.0,0.0,0.77,0.06000000000000005,0.24800067103627454,-0.21269743699401328
OCR,20150521,1,10.0,1.0,0.0,1.0,0.18999999999999995,0.4866759439156726,-0.07293841126521439
OI,20150513,1,153.0,0.0,0.0,0.31,0.1,-0.22052245790142294,-0.1555742348864013
OLN,20150327,1,117.0,1.0,1.0,0.96,0.36,0.43190410591968076,0.09832486582996708
OMF,20150303,1,8.0,0.0,0.0,0.21,0.01999999999999999,-0.3026509487950829,-0.2381749106404755
OPK,20150604,1,126.0,1.0,1.0,0.64,0.39,0.11124980020739306,0.1298929922358823
ORCL,20150317,1,45.0,1.0,1.0,0.89,0.76,0.3692441470758172,0.4861230486928237
ORCL,20150617,2,168.0,0.0,0.0,0.275,0.05500000000000002,-0.23538701529908135,-0.19872591255962183
OVTI,20150429,1,136.0,0.0,0.0,0.25,0.21,-0.27943730961110813,-0.04839730303711945
OVTI,20150430,1,134.0,0.0,0.0,0.55,0.5,0.02069699446436013,0.24126361120048695
OXY,20150505,1,20.0,1.0,1.0,0.83,0.2699999999999999,0.31387736958026846,-0.0025597392661952934
PAH,20150601,1,392.0,0.0,0.0,0.17,0.0,-0.3703001643832111,-0.22490838193359972
PCG,20150409,2,124.0,0.0,0.0,0.48,0.22499999999999998,-0.02758876515627018,-0.03600753960243713
PEP,20150709,1,255.0,0.0,0.0,0.12,0.039999999999999994,-0.41558656026069707,-0.20071394024738942
PFE,20150728,1,330.0,0.0,0.0,0.27,0.04000000000000001,-0.26836339711507917,-0.19159857308075107
PG,20150316,1,239.0,0.0,0.0,0.55,0.15000000000000002,0.015088044293231961,-0.09283453821643642
PG,20150709,1,206.0,1.0,0.0,0.72,0.0,0.18659959253354375,-0.24743873294838215
PG,20150728,1,263.0,1.0,1.0,0.77,0.5700000000000001,0.2340885585547915,0.33032104664960915
PG,20150730,1,46.0,1.0,1.0,0.88,0.61,0.359098172674414,0.33623652202651755
PLL,20150513,2,246.0,0.0,0.0,0.275,0.12000000000000002,-0.2391922016673207,-0.12245266591798665
PM,20150416,1,109.0,0.0,0.0,0.11,0.1,-0.4174820030150036,-0.16309016751861052
PRGO,20150408,1,153.0,1.0,1.0,0.95,0.76,0.419477542098577,0.5044257651135987
PRGO,20150421,2,208.5,0.5,0.5,0.565,0.1349999999999999,0.052497844797511295,-0.11263275540925599
PRGO,20150424,2,113.5,0.0,0.0,0.28500000000000003,0.19500000000000003,-0.22181215058955017,-0.06784631824093293
PRGO,20150427,1,250.0,1.0,1.0,0.78,0.65,0.24462058918694107,0.4086307521589727
PRGO,20150429,2,394.0,0.5,0.0,0.47000000000000003,0.015000000000000013,-0.04933928733681042,-0.2102576668875702
PRU,20150506,1,378.0,1.0,1.0,0.91,0.3400000000000001,0.3701144461030932,0.11363819070089498
PSX,20150430,1,108.0,0.0,0.0,0.35,0.26999999999999996,-0.17740293888302372,0.006731704505215985
PXD,20150601,1,227.0,0.0,0.0,0.44,0.14,-0.09438234720736499,-0.1044715081791269
PYPL,20150714,1,58.0,1.0,1.0,0.86,0.21999999999999997,0.33749309652626414,-0.05208736276632414
QCOM,20150309,2,273.5,0.5,0.5,0.6,0.36,0.08469291088740871,0.12110064240863469
QCOM,20150422,2,249.5,0.5,0.5,0.645,0.51,0.13066061313869892,0.26801046966879366
QCOM,20150722,2,411.0,0.0,0.0,0.13999999999999999,0.03999999999999998,-0.37982505135110955,-0.18353889685283176
QRVO,20150609,1,413.0,0.0,0.0,0.26,0.07,-0.28090025910667515,-0.1527851291302616
RAI,20150526,1,476.0,0.0,0.0,0.52,0.28,-0.02256351906814702,0.06321575084832415
RTN,20150723,1,203.0,1.0,1.0,0.73,0.55,0.19674616054842586,0.30212620639484106
S,20150505,1,3.0,0.0,0.0,0.43,0.42,-0.0810081551483835,0.192385861643106
S,20150603,1,281.0,1.0,1.0,0.87,0.32999999999999996,0.33338515165319693,0.09259147733034967
S,20150716,1,113.0,1.0,1.0,0.8,0.6000000000000001,0.2722070146252664,0.3376196582154537
SBUX,20150318,1,52.0,1.0,0.0,0.91,0.030000000000000027,0.3882641491450005,-0.24298605883421537
SBUX,20150423,1,95.0,1.0,1.0,0.61,0.22999999999999998,0.08367763149011687,-0.03560336250278889
SBUX,20150723,1,117.0,0.0,0.0,0.59,0.32999999999999996,0.06190410591968076,0.06832486582996705
SF,20150223,1,343.0,0.0,0.0,0.07,0.05,-0.46879229273058504,-0.18013921875836747
SF,20150608,2,340.5,0.5,0.5,0.46,0.32,-0.05769170405442431,0.08902822543930652
SLXP,20150311,2,174.5,0.5,0.5,0.75,0.4,0.23924874793504802,0.1472899830242696
SLXP,20150316,2,225.0,0.0,0.0,0.245,0.009999999999999981,-0.2682728296907172,-0.23530276164630076
SPB,20150428,1,440.0,1.0,1.0,0.76,0.24,0.21836337800145156,0.01985103562717505
SPG,20150225,1,324.0,0.0,0.0,0.36,0.26,-0.1781608791908914,0.02771689843810521
SPG,20150309,1,478.0,1.0,1.0,0.78,0.43000000000000005,0.2373866761634036,0.21339797172013356
SPG,20150317,1,330.0,0.0,0.0,0.04,0.0,-0.4983633971150792,-0.23159857308075107
SPG,20150320,1,433.0,0.0,0.0,0.07,0.0,-0.4714492999791668,-0.22082272814412401
SRCL,20150715,1,449.0,1.0,0.0,0.69,0.04999999999999993,0.14812604834168808,-0.16929228977019506
STE,20150529,1,67.0,0.0,0.0,0.51,0.41000000000000003,-0.013566183533414877,0.13939770965769327
STJ,20150722,1,407.0,1.0,1.0,0.77,0.64,0.2292686373076802,0.41661497077887544
SWKS,20150309,1,422.0,1.0,1.0,0.96,0.22999999999999998,0.41885007278749653,0.008104932285254468
SYMC,20150707,1,251.0,0.0,0.0,0.55,0.020000000000000018,0.014578900158802144,-0.22123765838191217
SYY,20150623,1,391.0,1.0,1.0,0.91,0.21000000000000008,0.36972905200490935,-0.015011167133284459
SYY,20150629,1,241.0,0.0,0.0,0.43,0.36,-0.10499818658131282,0.11743433958603655
T,20150226,1,472.0,0.0,0.0,0.09,0.06,-0.45246339742371977,-0.1571501304923527
T,20150422,1,1.0,1.0,0.0,0.85,0.010000000000000009,0.3382863201666403,-0.16476769806448896
T,20150716,1,194.0,0.0,0.0,0.36,0.0,-0.17280380784846194,-0.24919645493865203
T,20150723,1,493.0,1.0,1.0,0.65,0.45,0.10701844331423871,0.2347496414703834
T,20150724,1,453.0,1.0,1.0,0.91,0.24,0.3680218038185097,0.021085061094303054
TGNA,20150420,1,378.0,1.0,1.0,0.75,0.33,0.21011444610309316,0.10363819070089492
TGT,20150225,1,406.0,1.0,0.0,1.0,0.10999999999999999,0.4592969817275494,-0.11348552900948514
TGT,20150520,2,400.0,0.5,0.5,0.565,0.39499999999999996,0.04548737074975617,0.17035394113380134
TGT,20150609,1,188.0,1.0,1.0,0.79,0.56,0.25750527911369336,0.30990687959693397
THOR,20150722,1,446.0,0.0,0.0,0.07,0.060000000000000005,-0.4717952733306367,-0.15957666488770714
TMUS,20150513,1,16.0,0.0,0.0,0.41,0.15999999999999998,-0.1051048259932767,-0.11031698820043839
TMUS,20150603,1,187.0,1.0,1.0,0.75,0.6799999999999999,0.21755753262155286,0.42975625502074266
TMUS,20150716,1,499.0,1.0,1.0,0.61,0.48,0.06687369843207103,0.26528306638065235
TRCO,20150420,1,400.0,0.0,0.0,0.59,0.33999999999999997,0.049468240515897266,0.11590832916342728
TRN,20150421,1,65.0,0.0,0.0,0.04,0.010000000000000002,-0.4833397919842963,-0.2609424272303924
TSLA,20150318,1,196.0,0.0,0.0,0.6,0.030000000000000027,0.06709480772898546,-0.218900236109087
TSLA,20150506,1,102.0,0.0,0.0,0.35,0.31,-0.17691683877756526,0.04565793362364723
TWTR,20150428,2,200.5,0.5,0.0,0.39,0.065,-0.12211127865404259,-0.18379293949457162
TWTR,20150611,2,97.0,0.5,0.0,0.46,0.015000000000000013,-0.045476276158926854,-0.2507966708860648
TWTR,20150728,2,64.5,0.0,0.0,0.345,0.235,-0.1572633025783231,-0.03658109199819598
TXN,20150422,2,234.0,1.0,0.5,0.79,0.41000000000000003,0.2763252545420086,0.16593398808726412
TXN,20150722,1,51.0,1.0,1.0,0.78,0.76,0.2583984766716395,0.4868744843061126
UAL,20150305,1,124.0,0.0,0.0,0.29,0.12999999999999998,-0.2386078953901291,-0.13045315157281126
UAL,20150428,1,274.0,0.0,0.0,0.48,0.13999999999999996,-0.05634565477044551,-0.09828212087841656
UDR,20150622,1,88.0,0.0,0.0,0.03,0.0,-0.49569496835046645,-0.2668691608981906
UNH,20150716,1,329.0,0.0,0.0,0.51,0.15000000000000002,-0.028329849345214764,-0.08171217118638918
UPS,20150407,1,390.0,0.0,0.0,0.09,0.08,-0.450241671384906,-0.14511410880855796
UPS,20150428,1,235.0,0.0,0.0,0.14,0.030000000000000013,-0.3947377819138942,-0.21337564318859398
UPS,20150722,1,192.0,0.0,0.0,0.06,0.03,-0.4727016108852317,-0.21949400228227053
UPS,20150728,1,164.0,0.0,0.0,0.35,0.31999999999999995,-0.18117659382847873,0.06619576940083349
UPS,20150731,1,274.0,0.0,0.0,0.33,0.040000000000000036,-0.20634565477044547,-0.19828212087841648
UTX,20150311,1,450.0,0.0,0.0,0.2,0.13,-0.34190008312403847,-0.08919775828184073
UTX,20150721,1,299.0,1.0,1.0,0.76,0.39,0.22271655776628219,0.1547857987060975
V,20150302,2,117.0,0.5,0.5,0.565,0.42999999999999994,0.05792323615353978,0.16777047780034116
V,20150430,1,474.0,1.0,1.0,0.82,0.43999999999999995,0.2774864559785022,0.22303305105362511
V,20150508,1,490.0,1.0,1.0,0.99,0.8,0.4470913539180116,0.5844813948050271
V,20150723,1,267.0,0.0,0.0,0.49,0.31,-0.04607096798748478,0.07083244891519072
VIAB,20150507,2,315.0,0.5,0.5,0.395,0.24,-0.12183228960706927,0.0061222535481644524
VIRT,20150416,1,445.0,0.0,0.0,0.09,0.0,-0.45176895195350175,-0.21967171814810413
VRSK,20150310,2,290.5,0.5,0.5,0.41000000000000003,0.27,-0.10595268486734344,0.03320434515523185
VZ,20150226,1,160.0,0.0,0.0,0.29,0.019999999999999962,-0.24094271605880196,-0.23444274337303977
VZ,20150512,1,130.0,0.0,0.0,0.54,0.020000000000000018,0.01097019967738122,-0.23941887121327143
VZ,20150721,1,243.0,0.0,0.0,0.52,0.12,-0.015083857646719823,-0.12229788697825505
WBA,20150409,1,314.0,0.0,0.0,0.01,0.0,-0.5278166021743875,-0.23343996014049956
WBA,20150430,1,479.0,1.0,0.0,0.81,0.15000000000000002,0.2673618372397023,-0.06651109656310902
WBA,20150709,2,413.5,0.5,0.5,0.5549999999999999,0.22999999999999998,0.035104886002465086,0.006710236690624066
WETF,20150609,1,48.0,1.0,1.0,0.85,0.6799999999999999,0.3288124494489565,0.4064786324287897
WFC,20150311,1,347.0,1.0,1.0,0.66,0.46,0.1210783563684964,0.23030344654381035
WFC,20150317,1,131.0,0.0,0.0,0.55,0.21000000000000002,0.020901311586956184,-0.049247715673160275
WFC,20150410,2,143.0,0.0,0.0,0.185,0.08499999999999999,-0.32387680289639426,-0.17277636885418687
WFC,20150414,1,288.0,1.0,1.0,0.65,0.44000000000000006,0.11312121584232393,0.20345357052971383
WFC,20150714,1,235.0,0.0,0.0,0.13,0.04000000000000001,-0.4047377819138942,-0.20337564318859397
WFM,20150506,1,399.0,0.0,0.0,0.24,0.07999999999999999,-0.30050301531380397,-0.1441932229631822
WFM,20150729,1,59.0,0.0,0.0,0.2,0.05000000000000002,-0.32263001236761485,-0.22192908533536057
WLL,20150313,1,468.0,1.0,1.0,0.64,0.54,0.09763741559114192,0.3224820497198291
WMT,20150519,1,128.0,0.0,0.0,0.58,0.48,0.05110917977928364,0.22023775901577086
WMT,20150605,2,191.5,0.5,0.5,0.48,0.38,-0.03165680275943594,0.12987701415736086
WPX,20150714,2,203.0,0.5,0.5,0.655,0.33000000000000007,0.14276529078228473,0.08157181836521521
WTM,20150408,1,154.0,1.0,1.0,0.86,0.62,0.3294166193064677,0.3645885099564877
WU,20150505,1,434.0,0.0,0.0,0.39,0.25,-0.15147620960166408,0.029273929798821957
WU,20150506,1,331.0,1.0,0.0,0.95,0.13,0.41160313618775846,-0.10148516926210505
XOM,20150304,1,327.0,1.0,1.0,0.69,0.30999999999999994,0.15173749114061952,0.07806004683383905
XOM,20150430,1,140.0,1.0,0.0,0.89,0.09999999999999998,0.3602984931059282,-0.15772349336447694
XOM,20150731,1,412.0,1.0,1.0,0.8,0.64,0.25912775219106565,0.4171152540000962
XPO,20150428,1,477.0,0.0,0.0,0.49,0.33999999999999997,-0.05258844265816032,0.12330692097380877
YELP,20150702,1,192.0,1.0,1.0,0.63,0.44,0.09729838911476829,0.19050599771772947
