ticker,date,count,length,PctOld,PctRecombination,ExtentOld,ExtentRecombination,AbnPctOld,AbnPctRecombination
BX,20150716,2,245.5,0.5,0.5,0.56,0.33000000000000007,0.04582895892330696,0.08748090244449522
BX,20150723,3,257.0,0.0,0.0,0.3233333333333333,0.1533333333333333,-0.17902065878633183,-0.08799900091692361
C,20150302,2,272.0,0.5,0.5,0.55,0.18500000000000005,0.03475138616780282,-0.05408826703156991
C,20150303,1,297.0,1.0,1.0,0.76,0.37,0.22278924285641188,0.1345455772764588
C,20150311,1,389.0,0.0,0.0,0.56,0.4600000000000001,0.019787665719049108,0.2347827925115033
C,20150313,1,66.0,1.0,1.0,0.88,0.7,0.3565464104946324,0.42922705879039996
C,20150401,1,271.0,0.0,0.0,0.42,0.16999999999999998,-0.11622861880614205,-0.0686601226749515
C,20150402,1,260.0,1.0,1.0,0.94,0.32999999999999996,0.40420946423358195,0.08993484811986582
C,20150413,1,257.0,0.0,0.0,0.3,0.15,-0.23566852533810595,-0.09045365001245118
C,20150416,1,289.0,0.0,0.0,0.1,0.020000000000000004,-0.43691607308447233,-0.2164241939429003
C,20150420,1,418.0,1.0,1.0,0.68,0.44000000000000006,0.13896050016195727,0.21771078243316552
C,20150508,2,454.0,0.0,0.0,0.44,0.31,-0.08098501046293832,0.09062468913944366
C,20150512,1,285.0,1.0,1.0,0.95,0.36,0.4132337018355472,0.1230854902935806
C,20150519,1,135.0,1.0,1.0,0.67,0.44000000000000006,0.1406296548551894,0.181433334895583
C,20150520,2,62.5,0.5,0.5,0.64,0.36,0.13796929216783116,0.08808520531529868
C,20150625,1,190.0,0.0,0.0,0.12,0.09999999999999999,-0.41259858687055373,-0.1497928876349237
C,20150716,1,480.0,0.0,0.0,0.31,0.16,-0.23266295958521027,-0.056420283527890885
C,20150724,1,190.0,0.0,0.0,0.15,0.01999999999999999,-0.3825985868705537,-0.2297928876349237
CAG,20150618,1,433.0,0.0,0.0,0.28,0.14,-0.26144929997916677,-0.080822728144124
CAH,20150605,1,304.0,0.0,0.0,0.4,0.29000000000000004,-0.1374634794572851,0.055382540208614134
CAT,20150723,1,426.0,0.0,0.0,0.43,0.07,-0.11125951209387791,-0.15150317891614168
CBS,20150507,2,166.0,1.0,0.5,0.69,0.09499999999999997,0.17972723087444142,-0.15904154273948867
CCI,20150514,1,403.0,0.0,0.0,0.28,0.18000000000000002,-0.2606176458505717,-0.04378792343465557
CCI,20150714,1,16.0,0.0,0.0,0.06,0.0,-0.4551048259932767,-0.27031698820043837
CELG,20150714,1,92.0,0.0,0.0,0.07,-0.009999999999999995,-0.45605775071247906,-0.27614565327943336
CG,20150707,1,18.0,1.0,1.0,0.85,0.78,0.3343717689096324,0.5083980855583317
CHTR,20150226,1,395.0,1.0,0.0,0.86,0.04999999999999993,0.31961254509594306,-0.17460095993702784
CHTR,20150331,1,189.0,0.0,0.0,0.39,0.08000000000000002,-0.14254676007334532,-0.1699428350080514
CHTR,20150417,2,164.0,0.5,0.5,0.77,0.5,0.25984253640538013,0.24564138137120767
CHTR,20150424,2,68.0,0.5,0.5,0.575,0.355,0.07234152797222237,0.08401504821409561
CHTR,20150512,1,388.0,0.0,0.0,0.1,-0.009999999999999995,-0.4401829364096145,-0.23532046370484894
CHTR,20150520,1,47.0,1.0,1.0,0.98,0.76,0.4589542956692354,0.48635517557302244
CHTR,20150522,1,421.0,0.0,0.0,0.01,0.0,-0.5311223999032563,-0.2219933920704353
CHTR,20150525,1,279.0,0.0,0.0,0.01,0.0,-0.5265384824004224,-0.2376569340936798
CHTR,20150526,1,433.0,0.0,0.0,0.38,0.12,-0.1614492999791668,-0.10082272814412402
CHTR,20150730,1,284.0,0.0,0.0,0.24,0.15,-0.2967285943313287,-0.08703766403799024
CI,20150622,1,442.0,1.0,0.0,0.94,0.09999999999999998,0.39831030063650785,-0.1199576682615808
CI,20150722,2,138.0,0.5,0.5,0.47500000000000003,0.33,-0.033551001223112886,0.071385943486236
CI,20150724,1,378.0,1.0,0.0,0.71,0.039999999999999925,0.17011444610309312,-0.18636180929910517
CMCSA,20150224,1,135.0,1.0,1.0,0.91,0.46,0.3806296548551894,0.20143333489558296
CMCSA,20150226,2,156.5,0.0,0.0,0.11,0.045,-0.3997152491913287,-0.21056062690499222
CMCSA,20150331,2,426.5,0.0,0.0,0.14,0.08000000000000002,-0.3802540214282656,-0.14200873839053055
CMCSA,20150417,2,257.5,0.0,0.0,0.38,0.16499999999999998,-0.13466980783709626,-0.07594312746568069
CMCSA,20150424,2,99.5,0.5,0.5,0.6,0.20999999999999996,0.09431106381440812,-0.055346053048488164
CMCSA,20150511,1,9.0,0.0,0.0,0.4,0.37,-0.11299241058723142,0.10920962260552686
CMCSA,20150617,1,308.0,0.0,0.0,0.25,0.03,-0.28760582189412986,-0.2041439321552538
CMCSA,20150618,1,301.0,1.0,1.0,0.78,0.66,0.2426442578659881,0.4250251454151931
CMCSA,20150619,1,38.0,1.0,1.0,0.98,0.95,0.460331084213096,0.6755133642819644
CMCSA,20150716,1,489.0,0.0,0.0,0.09,0.049999999999999996,-0.45288426186022135,-0.1656082502185275
CMCSA,20150723,2,449.5,0.5,0.5,0.725,0.27499999999999997,0.20413210695459594,0.055200604149758886
CME,20150317,1,65.0,0.0,0.0,0.19,0.03,-0.33333979198429625,-0.24094242723039241
CME,20150331,1,93.0,1.0,1.0,0.75,0.53,0.22385335287652142,0.26403517617941047
CNC,20150702,1,47.0,1.0,0.0,0.88,0.08999999999999997,0.3589542956692354,-0.1836448244269776
COP,20150730,1,349.0,0.0,0.0,0.01,0.0,-0.5289858720476166,-0.22947631856492917
COST,20150302,2,182.0,0.5,0.0,0.765,0.25,0.2538412147445024,-0.0015563836128396624
COTY,20150709,1,140.0,0.0,0.0,0.03,0.019999999999999997,-0.4997015068940718,-0.23772349336447693
CRM,20150505,1,326.0,1.0,0.0,0.9,0.0,0.3617712847295461,-0.23205413850371276
CSCO,20150504,1,295.0,0.0,0.0,0.1,0.060000000000000005,-0.43713768233658756,-0.17569552573409822
CSCO,20150513,2,157.0,0.5,0.0,0.62,0.06999999999999995,0.11025477210124468,-0.18547985245433635
CTXS,20150728,1,489.0,1.0,1.0,0.76,0.34,0.2171157381397787,0.12439174978147255
CVS,20150430,1,455.0,1.0,1.0,0.78,0.39,0.23796996107120472,0.1712729653701478
CVS,20150520,1,81.0,1.0,1.0,0.8,0.51,0.2749697381636004,0.24186774829484636
CVS,20150521,1,61.0,1.0,1.0,0.98,0.58,0.4571280355787637,0.30839327623602014
CVX,20150327,1,168.0,1.0,1.0,0.77,0.45,0.23859385446705972,0.19682847547000404
CVX,20150501,1,400.0,1.0,1.0,0.7,0.21999999999999997,0.15946824051589725,-0.0040916708365727195
CVX,20150731,1,447.0,0.0,0.0,0.42,0.19999999999999998,-0.12182154694836173,-0.019481742672943975
DAL,20150305,1,269.0,1.0,1.0,0.8,0.79,0.2638499751667577,0.5510866558452211
DAL,20150416,1,409.0,1.0,1.0,0.84,0.83,0.2992121165853908,0.6068155257602964
DAL,20150727,1,207.0,0.0,0.0,0.45,0.040000000000000036,-0.08344889480939371,-0.20729434957881732
DD,20150513,1,429.0,1.0,0.0,0.79,0.12,0.24865884375971714,-0.10121072884411403
DD,20150728,1,465.0,0.0,0.0,0.22,0.010000000000000009,-0.3222865146386069,-0.2077951011344177
DE,20150522,1,478.0,1.0,1.0,0.89,0.46,0.3473866761634036,0.24339797172013353
DHR,20150513,2,314.0,0.0,0.0,0.23,0.15000000000000002,-0.2867974719405286,-0.08399434817012547
DIS,20150505,1,497.0,0.0,0.0,0.26,0.14,-0.28307821140121403,-0.0748942903645324
DIS,20150723,1,186.0,0.0,0.0,0.11,0.05,-0.42238999759131124,-0.20039470988825836
DISH,20150603,1,481.0,1.0,0.0,0.94,0.019999999999999907,0.3973122855336091,-0.19632958882774007
DISH,20150716,1,100.0,1.0,1.0,0.88,0.71,0.35324987319946066,0.44529834283531067
DLR,20150714,1,298.0,0.0,0.0,0.01,0.0,-0.5272471481183978,-0.23533420224156787
DLTR,20150706,1,337.0,0.0,0.0,0.31,0.27,-0.22859598517095098,0.0391912137939536
EBAY,20150422,1,476.0,1.0,1.0,0.83,0.2899999999999999,0.2874364809318529,0.07321575084832405
EBAY,20150619,1,104.0,0.0,0.0,0.24,0.06999999999999998,-0.287081162056112,-0.19398325237607641
EBAY,20150714,1,245.0,1.0,1.0,0.98,0.6799999999999999,0.4448310231674185,0.4379687910705576
EBAY,20150716,2,352.5,1.0,0.5,0.77,0.28,0.2519215642338529,0.05035296355793473
EIGI,20150706,1,211.0,1.0,1.0,0.99,0.95,0.4563589588546817,0.7032800321665278
EMC,20150526,1,237.0,1.0,1.0,0.97,0.28,0.435174843085006,0.036895470564642485
EMC,20150722,1,284.0,1.0,1.0,0.61,0.25,0.0732714056686713,0.012962335962009769
ENDP,20150311,2,327.5,0.5,0.5,0.665,0.28,0.1477397554987805,0.047562677748422655
ENDP,20150316,2,237.5,1.0,1.0,0.9299999999999999,0.73,0.4161722199284047,0.48640868522002345
EPD,20150601,1,475.0,0.0,0.0,0.51,0.33999999999999997,-0.03253855290881147,0.12312446099251295
ESRX,20150430,1,236.0,0.0,0.0,0.16,0.08,-0.3747815419662083,-0.16323994542270498
EXC,20150515,1,85.0,1.0,1.0,0.81,0.32000000000000006,0.284585050846497,0.05258865621443798
F,20150303,1,140.0,1.0,1.0,0.98,0.8099999999999999,0.4502984931059282,0.5522765066355231
F,20150317,1,412.0,0.0,0.0,0.03,0.009999999999999998,-0.5108722478089344,-0.2128847459999038
F,20150401,1,87.0,0.0,0.0,0.32,0.0,-0.20560240743048147,-0.26704997299960503
F,20150416,1,280.0,0.0,0.0,0.16,0.010000000000000009,-0.37657671934469183,-0.22753261052370813
F,20150508,2,302.5,0.5,0.5,0.605,0.48,0.08860941327795846,0.24464969746852866
F,20150602,1,285.0,0.0,0.0,0.56,0.16000000000000003,0.023233701835547294,-0.07691450970641936
F,20150605,1,103.0,0.0,0.0,0.06,0.049999999999999996,-0.46699929422945435,-0.21416255658084415
F,20150701,1,492.0,0.0,0.0,0.27,0.15000000000000002,-0.2729572933494503,-0.06533965967973782
F,20150708,1,311.0,1.0,1.0,0.88,0.81,0.3422883833351833,0.5762089932821313
F,20150716,2,423.5,0.0,0.0,0.07500000000000001,0.010000000000000009,-0.44517198928474083,-0.21230223403164017
F,20150728,2,436.5,0.0,0.0,0.33,0.015000000000000013,-0.19052413461780077,-0.20603940758397488
FB,20150422,1,484.0,0.0,0.0,0.4,0.06,-0.14276172898491346,-0.15605821129611358
FB,20150729,2,162.5,0.0,0.0,0.505,0.405,-0.0050702760479621745,0.15040262202311888
FCAU,20150303,1,46.0,0.0,0.0,0.03,0.009999999999999998,-0.49090182732558596,-0.26376347797348243
FCAU,20150317,1,95.0,1.0,1.0,0.62,0.5,0.09367763149011687,0.23439663749721112
FCAU,20150416,2,342.5,0.5,0.5,0.5700000000000001,0.19500000000000006,0.052243091109766326,-0.035749147407982074
FCAU,20150501,1,25.0,1.0,0.0,0.78,0.030000000000000027,0.26274859746111856,-0.2439909902287407
FCAU,20150602,1,262.0,0.0,0.0,0.07,0.060000000000000005,-0.4658712609468357,-0.17980743240850822
FCAU,20150701,1,130.0,1.0,1.0,0.64,0.47,0.1109701996773812,0.21058112878672852
FCAU,20150716,2,237.5,0.0,0.0,0.31999999999999995,0.15999999999999995,-0.1938277800715953,-0.08359131477997658
FCAU,20150723,1,381.0,0.0,0.0,0.11,0.009999999999999995,-0.42997542643175335,-0.2160477134743875
FCAU,20150724,1,411.0,0.0,0.0,0.35,-0.010000000000000009,-0.19084418158496852,-0.23298450882320593
FCAU,20150730,3,205.66666666666666,0.3333333333333333,0.3333333333333333,0.3666666666666667,0.16000000000000003,-0.13340300447473286,-0.08836561549629379
FCX,20150324,1,264.0,1.0,1.0,0.76,0.42,0.22404849838606844,0.18044927329228327
FDX,20150318,1,201.0,1.0,1.0,0.71,0.15999999999999992,0.17684480981317707,-0.08816543834752069
FDX,20150407,1,118.0,1.0,0.0,0.9,0.040000000000000036,0.3718295863858265,-0.22149959703704092
FDX,20150617,1,44.0,0.0,0.0,0.1,0.03,-0.4206077110541321,-0.24398483457673217
FDX,20150713,1,288.0,0.0,0.0,0.44,0.38,-0.09687878415767609,0.14345357052971378
FDX,20150721,2,183.0,0.0,0.0,0.46,0.2,-0.051212140312556,-0.051404046030635475
FDX,20150731,1,312.0,0.0,0.0,0.2,0.17,-0.337746701081815,-0.06367378349605876
FIS,20150730,1,58.0,1.0,1.0,0.84,0.49,0.3174930965262641,0.21791263723367588
FIT,20150618,2,334.0,1.0,1.0,0.7649999999999999,0.42999999999999994,0.24752234850793975,0.19829949564404642
FOXA,20150506,1,33.0,0.0,0.0,0.53,0.23000000000000004,0.011189275890699846,-0.044638803486517054
FOXA,20150611,2,113.0,0.0,0.0,0.295,0.03999999999999998,-0.2117738551408747,-0.22293472981417228
FOXA,20150616,1,273.0,0.0,0.0,0.21,0.12,-0.326306755814045,-0.11840787872890315
FOXA,20150723,1,78.0,0.0,0.0,0.51,0.24,-0.01473268116369486,-0.028670263557137032
GCI,20150420,1,292.0,0.0,0.0,0.5,0.030000000000000027,-0.037027329298974454,-0.20605884839927727
GE,20150410,2,272.5,0.0,0.0,0.56,0.2750000000000001,0.044731866150005684,0.03597476346874448
GE,20150417,1,388.0,1.0,1.0,0.71,0.1499999999999999,0.1698170635903855,-0.07532046370484904
GE,20150601,1,259.0,0.0,0.0,0.47,0.07999999999999996,-0.06574998946633881,-0.16019439436031546
GE,20150609,1,115.0,0.0,0.0,0.04,0.010000000000000002,-0.4879454197207595,-0.25202713665739557
GE,20150701,2,382.5,0.0,0.0,0.27,0.030000000000000027,-0.24900101925527918,-0.19644560090695795
GE,20150717,1,245.0,1.0,1.0,0.98,0.48,0.4448310231674185,0.23796879107055763
GEVA,20150506,1,99.0,1.0,1.0,1.0,0.75,0.4733341494354679,0.4851182862675579
GFIG,20150317,1,100.0,0.0,0.0,0.27,0.13,-0.2567501268005393,-0.1347016571646893
GGP,20150309,1,379.0,0.0,0.0,0.45,0.07,-0.08991557492298335,-0.15625694787281805
GGP,20150317,1,420.0,1.0,1.0,0.98,0.21999999999999997,0.43890518028063497,-0.002091858193195323
GGP,20150421,1,191.0,1.0,1.0,0.63,0.21000000000000002,0.09734979681802136,-0.03964327711730434
GILD,20150430,1,185.0,0.0,0.0,0.34,0.31000000000000005,-0.19233730953844502,0.05945398372654509
GILD,20150728,1,7.0,0.0,0.0,0.19,0.16,-0.3223012250639751,-0.09493628094738668
GLPI,20150309,1,37.0,1.0,1.0,0.61,0.51,0.09049670899074569,0.23545973705623546
GLPI,20150707,1,403.0,1.0,0.0,0.67,0.09000000000000008,0.12938235414942834,-0.1337879234346555
GLPI,20150721,1,169.0,1.0,0.0,0.77,-0.010000000000000009,0.2385371219597734,-0.2630142495502107
GM,20150303,1,45.0,1.0,0.0,0.65,0.13,0.12924414707581722,-0.14387695130717632
GM,20150317,1,9.0,0.0,0.0,0.45,0.42000000000000004,-0.06299241058723143,0.1592096226055269
GM,20150401,1,330.0,0.0,0.0,0.11,0.03,-0.4283633971150792,-0.20159857308075108
GM,20150406,1,471.0,0.0,0.0,0.48,0.19999999999999996,-0.0624382593913283,-0.017241902812943632
GM,20150416,1,457.0,0.0,0.0,0.26,0.010000000000000009,-0.28208169725992904,-0.20853964029751967
GM,20150501,1,390.0,1.0,1.0,0.74,0.17000000000000004,0.19975832861509402,-0.05511410880855794
GM,20150508,2,292.5,0.0,0.0,0.22,0.06999999999999998,-0.2960266535232463,-0.1665525428185032
GM,20150602,1,253.0,1.0,0.0,0.93,0.13,0.3944959125838595,-0.11097527352503955
GM,20150605,1,226.0,0.0,0.0,0.49,0.13,-0.04433723173575599,-0.11460979417238856
GM,20150701,1,468.0,1.0,0.0,0.7,-0.010000000000000009,0.15763741559114186,-0.22751795028017094
GM,20150708,1,315.0,1.0,1.0,0.8,0.7000000000000001,0.26214858015907183,0.46667664157779043
GM,20150716,1,210.0,1.0,0.0,0.99,-0.010000000000000009,0.4564067279364644,-0.25686309294835613
GM,20150723,1,173.0,1.0,0.0,0.66,0.08000000000000007,0.12831273561409196,-0.17238873005324257
GNW,20150302,1,335.0,1.0,1.0,0.67,0.20000000000000007,0.1314700716266114,-0.031033482472831664
GNW,20150402,1,35.0,0.0,0.0,0.08,0.009999999999999995,-0.43916326330926087,-0.26461476909796555
GOOGL,20150226,1,458.0,1.0,1.0,0.75,0.55,0.20789254228508525,0.33155386660488173
GOOGL,20150716,1,59.0,0.0,0.0,0.01,-0.01,-0.5126300123676149,-0.2819290853353606
GS,20150306,1,4.0,0.0,0.0,0.16,0.14,-0.35126779870236546,-0.09820266976449629
GS,20150311,1,21.0,0.0,0.0,0.23,0.11000000000000001,-0.28635995660994107,-0.16294200022243413
GS,20150406,1,389.0,1.0,1.0,0.9,0.74,0.3597876657190491,0.5147827925115032
GS,20150416,2,243.0,0.5,0.5,0.47,0.15999999999999998,-0.04406472741286094,-0.08285227500788095
GS,20150501,2,256.0,1.0,1.0,0.8999999999999999,0.595,0.38539152439304325,0.3538619466902474
GS,20150529,1,12.0,1.0,1.0,1.01,0.61,0.49604360136123926,0.34377192040391524
GS,20150702,1,183.0,1.0,1.0,0.74,0.18999999999999995,0.20776872945358504,-0.060849658001009665
GS,20150706,2,43.5,0.0,0.0,0.335,0.044999999999999984,-0.1645136741802763,-0.2295909300135634
GS,20150716,1,110.0,0.0,0.0,0.25,0.01999999999999999,-0.27756053181502993,-0.242912300795921
GS,20150730,2,218.5,0.0,0.0,0.43999999999999995,0.11499999999999994,-0.07297466805372077,-0.13121076314091884
HAL,20150722,1,103.0,0.0,0.0,0.36,0.33999999999999997,-0.16699929422945436,0.07583744341915583
