,ticker,date,assets
29224,DWOG,20180220,23.552
4710,STSC,20180216,0.0
53277,MCTC,20180126,0.006
53276,MCTC,20180122,0.006
53935,DDDX,20180117,1.185
29223,DWOG,20171229,23.684
39061,ALRT,20171208,0.054000000000000006
39085,PWEBD,20171207,0.42700000000000005
57513,ISRB,20171031,0.308
25153,SFEG,20171027,17.05
41753,SRRE,20171024,103.984
41754,SRRE,20171024,106.28399999999999
41752,SRRE,20171023,105.756
41751,SRRE,20171020,103.618
25152,SFEG,20171018,17.683
228,ATPT,20171017,0.0
233,ATPT,20171017,0.0
234,ATPT,20171017,0.0
232,ATPT,20171017,0.0
231,ATPT,20171017,0.0
230,ATPT,20171017,0.0
229,ATPT,20171017,0.0
227,ATPT,20171017,0.0
53721,CGEM,20170926,0.0
54009,AURM,20170926,0.003
54010,AURM,20170926,0.001
54011,AURM,20170926,0.001
54012,AURM,20170926,0.0
54008,AURM,20170926,0.004
53720,CGEM,20170920,0.001
11920,AUSI,20170918,0.255
11921,AUSI,20170918,0.179
11922,AUSI,20170918,0.203
11923,AUSI,20170918,0.19899999999999998
52668,PSRU,20170810,0.6920000000000001
52664,PSRU,20170803,0.8140000000000001
39729,OXDG,20170801,0.002
13123,PRLX,20170727,8.157
25151,SFEG,20170630,17.820999999999998
16456,UBIQ,20170623,1.203
41750,SRRE,20170620,101.339
13080,HUWX.1,20170619,0.10400000000000001
57193,NMED,20170613,0.002
38066,FRMC,20170608,0.015
13025,HNGR,20170512,1302.305
45534,STJO,20170328,0.0
60872,TRPX,20170322,1.6680000000000001
42474,GLPW,20170315,301.03
16320,IAUS,20170301,4.058
16319,IAUS,20170301,1.078
42775,TMXN,20170221,0.153
42774,TMXN,20170221,0.16899999999999998
13901,ENGA,20170215,0.0
55748,RMSL,20170215,0.019
19930,NBEV,20170214,1.169
26008,CLPR,20170213,881.118
12488,PTPF,20170213,0.0
29835,SACH,20170213,30.795
59751,EVTNF,20170209,0.02
53739,MMEX,20170203,0.003
29612,INVH,20170202,9796.978000000001
25765,LAUR,20170202,7439.116
48975,CILS,20170131,0.0
48976,CILS,20170131,0.0
48974,CILS,20170131,0.0
53738,MMEX,20170130,0.012
25608,ANAB,20170126,56.28
29628,FRHHF,20170125,7.56
52965,FNTE,20170123,0.0
51227,CSUNY,20170118,577.885
29413,FBM,20170113,763.387
29343,KRP,20170106,0.0
55747,RMSL,20170104,0.019
55745,RMSL,20161230,0.02
55746,RMSL,20161230,0.019
29232,JNCE,20161230,52.975
29284,OBSV,20161230,71.59
29252,BBRX,20161230,14.09
47921,CRXM,20161229,0.037000000000000005
29216,METC,20161229,20.352
29132,ICCH,20161223,123.37299999999999
21873,OKRGQ,20161222,4.194
55911,CLCN,20161222,3.332
23675,GLBL,20161221,2659.05
29111,NODK,20161221,258.624
29397,BIVV,20161220,475.6
29100,JAG,20161219,327.73199999999997
29071,TRVG,20161216,825.561
28688,WRD,20161215,427.85
26195,HEBT,20161215,30.134
60736,TIG,20161215,85.97200000000001
7203,PVSP,20161215,0.445
29055,FRAC,20161214,324.795
21627,PIAC,20161214,50.018
29005,7572B,20161209,0.254
12487,PTPF,20161207,0.001
28948,NDRA,20161206,0.302
30797,MHCC,20161205,0.552
19310,TERP,20161205,8228.223
30604,LTFD,20161201,12.463
12486,PTPF,20161129,0.001
29508,LPTX,20161123,1.26
28830,OPTV,20161118,1155.734
28798,HMU,20161118,4.928999999999999
54026,NGRC,20161117,0.031
29174,BRRGF,20161117,473.577
34733,ALTI,20161116,134.159
34732,ALTI,20161116,146.774
34731,ALTI,20161116,135.435
34730,ALTI,20161116,125.555
28770,BYSI,20161115,10.97
13099,FARE,20161114,0.069
28746,ICHR,20161114,198.023
60609,AQB,20161107,2.637
21248,SND,20161107,133.05
51610,CMGO,20161101,0.322
28506,ACCP,20161101,0.7659999999999999
21872,OKRGQ,20161031,4.357
35245,ONSM,20161028,6.473
35244,ONSM,20161028,6.638
47920,CRXM,20161027,0.047
21853,ALPE,20161020,1.094
53719,CGEM,20161019,0.006999999999999999
55708,KEYP,20161017,910.665
55712,KEYP,20161017,829.695
20667,TUSK,20161017,450.986
13122,PRLX,20161014,31.401999999999997
16721,CWH,20161011,1344.0179999999998
21152,SOUM,20161011,0.0
55150,DSKX,20161007,10.715
25721,WAAS,20161006,425.656
28055,GDS,20161004,791.669
56691,BKKN,20161003,6.632000000000001
28004,ZTO,20160930,1633.614
27993,BL,20160930,286.75
28047,RARX,20160930,24.342
28012,QTNA,20160929,46.667
50590,ZINCQ,20160929,392.05199999999996
20735,MRT,20160929,543.6669999999999
26314,TRHC,20160929,58.707
48242,BGRP,20160928,1622.406
53882,KANP,20160927,119.37700000000001
59083,DEAC,20160927,0.102
27890,IRTC,20160923,37.872
12176,VODG,20160922,0.11599999999999999
22384,TYHT,20160922,52.132
27880,SNES,20160921,0.941
52314,VISN,20160920,90.975
33845,CRWE,20160919,0.009000000000000001
33844,CRWE,20160919,0.009000000000000001
33846,CRWE,20160919,0.002
33843,CRWE,20160919,0.008
21626,PIAC,20160919,50.453
55185,SUIC,20160915,1.9580000000000002
25964,NBLX,20160915,305.318
27033,XOG,20160914,1634.14
55910,CLCN,20160913,4.092
30559,EMTC,20160912,2.6189999999999998
27596,CRSP,20160909,159.423
27585,POLA,20160909,4.783
27577,MRAM,20160909,10.960999999999999
27569,OBLN,20160909,14.220999999999998
58899,CYBFD,20160907,0.39899999999999997
58904,CYBFD,20160907,0.0
58902,CYBFD,20160907,0.025
58901,CYBFD,20160907,0.235
58900,CYBFD,20160907,0.397
58903,CYBFD,20160907,0.0
28712,CARS,20160907,2473.667
17587,FECOF,20160906,0.5720000000000001
27494,FLGT,20160902,5.832000000000001
27506,AHPA,20160902,0.41600000000000004
12480,HGEN,20160901,11.145999999999999
12479,HGEN,20160901,16.741
56687,BKKN,20160901,8.354
21979,REBL,20160831,39.81
45222,HERB,20160830,258.32599999999996
45689,GSIH,20160830,35.760999999999996
49892,HPIL,20160830,6.811
22603,MTWO,20160830,13.075
57931,SGMD,20160829,1.0979999999999999
27410,CSTR,20160829,1206.8
47919,CRXM,20160829,0.17
27300,ELF,20160826,361.07199999999995
27308,APTI,20160826,99.15100000000001
27348,GSUM,20160826,96.62299999999999
15066,NHLE,20160825,0.011000000000000001
15065,NHLE,20160825,0.001
27284,NOVN,20160824,49.816
57930,SGMD,20160824,1.013
60354,ICC,20160823,1128.244
27272,TTD,20160822,210.231
27248,THAR,20160819,0.256
27256,EVBG,20160819,53.50899999999999
27240,FBK,20160819,2899.42
27232,AMMA,20160816,0.025
22059,FRTA,20160815,938.875
54320,PLPL,20160812,6.371
17094,AAGH,20160812,0.41200000000000003
28513,VREX,20160811,583.6
18774,PLFX,20160810,2.072
21625,PIAC,20160810,112.561
27160,QCP,20160809,5093.634
53881,KANP,20160808,124.323
43049,ALR,20160808,5957.170999999999
51609,CMGO,20160805,0.155
16312,HPTG,20160804,0.46
60125,NTB,20160804,10275.563
57929,SGMD,20160804,1.113
56567,LVNSF,20160802,0.8370000000000001
28734,MACE,20160802,9.261000000000001
54891,BLNK,20160729,3.674
54319,PLPL,20160729,7.218
27081,ATOM,20160729,3.42
26414,TCMD,20160728,36.973
27071,9628B,20160728,2.9389999999999996
27065,MACQ,20160726,0.184
27546,ASIX,20160725,840.9860000000001
18117,PTHN,20160722,2615.0
26218,VSM,20160722,887.4
55617,IRSH,20160722,7249.371999999999
58953,SGBX,20160721,0.758
58952,SGBX,20160721,0.276
50869,HEAT,20160720,8.351
54704,LLIT,20160718,13.835999999999999
27053,AIRG,20160715,15.26
27061,INSW,20160715,2029.95
15068,FMBL,20160715,5663.028
53880,KANP,20160715,125.08
55020,IFLM,20160714,0.026000000000000002
21305,ELRE,20160713,0.15
21306,ELRE,20160713,0.15
21307,ELRE,20160713,0.15
27041,AIDM,20160713,2.592
28314,LW,20160713,2077.2
27045,AZRX,20160713,6.686
61156,MTFB,20160712,34.958
53689,SIXD,20160711,20.872
27013,PTGX,20160711,14.845
26059,MSDI.2,20160711,5.2010000000000005
27005,BOLD,20160711,117.469
26997,FHB,20160708,19352.681
30309,TENG,20160708,96.863
27017,7491B,20160708,5216.5
60992,APOP,20160707,3.428
26989,FOTV,20160705,24.28
23138,TTCM,20160705,0.015
26981,YETI,20160701,346.038
27922,PKY,20160701,865.7310000000001
26973,KNSL,20160701,545.278
26965,FMAX,20160630,0.479
26949,BIOV,20160630,487.352
18315,PETV,20160630,17.904
53879,KANP,20160630,125.881
28239,CNDT,20160630,9058.0
23190,DELT,20160630,181.468
27168,CTWO.WI,20160630,11804.725
54318,PLPL,20160630,8.505
26941,AA,20160629,16413.0
18314,PETV,20160628,17.631
9474,BRPC.1,20160628,0.0
26933,TLND,20160628,48.06100000000001
11859,JRJR,20160628,82.50399999999999
59807,PRISY,20160627,2566.407
18149,MEDP,20160624,984.041
48200,AOREF,20160624,573.998
9473,BRPC.1,20160623,0.0
15064,NHLE,20160622,0.001
16838,BPSR,20160622,0.153
26917,CDEV.2,20160622,616.295
40206,ACME,20160621,0.825
40205,ACME,20160621,0.8490000000000001
17093,AAGH,20160620,0.551
26900,GOLF,20160620,1758.973
26892,TPIC,20160617,334.14
9472,BRPC.1,20160617,0.0
57364,ICLD,20160617,92.23100000000001
18313,PETV,20160617,18.543
370,HAIPF,20160616,656.1260000000001
9471,BRPC.1,20160615,0.001
48474,PTCI,20160614,2.45
26876,LN,20160610,1015.7080000000001
26872,KDMN,20160610,84.137
9470,BRPC.1,20160610,0.015
52240,IVDA,20160610,2.449
50672,PTSS,20160607,4.571000000000001
7779,AMIC,20160606,196.97400000000002
55019,IFLM,20160606,0.0
32856,CCTC,20160606,0.12300000000000001
13760,IHC,20160606,1197.963
26840,SYRS,20160603,43.631
16214,JOEY,20160603,0.040999999999999995
16215,JOEY,20160603,0.036000000000000004
16216,JOEY,20160603,0.051
16217,JOEY,20160603,0.005
21624,PIAC,20160602,96.3
26345,CLSD,20160602,21.055
26832,PI,20160602,52.848
11437,AKRX,20160602,1976.338
11438,AKRX,20160602,2024.5839999999998
11439,AKRX,20160602,2101.2670000000003
25464,PNPL,20160602,3.9219999999999997
26848,HGV,20160602,1724.0
1520,3089B,20160602,808.7339999999999
26856,PK,20160602,9787.0
26824,JELD,20160601,2182.373
1519,3089B,20160601,964.325
18399,WMS,20160531,1117.865
17023,TXHD,20160531,0.065
18400,WMS,20160531,1106.635
18401,WMS,20160531,1000.847
26808,ACIU,20160531,79.795
26815,VVV,20160531,977.9
46923,NEWLF,20160526,121.76899999999999
27985,BBSI,20160526,496.777
26800,TWLO,20160526,157.516
33842,CRWE,20160525,0.003
2350,AOI,20160525,1947.69
26792,SELB,20160524,42.824
14090,ANAV,20160524,0.066
37375,PAOS,20160524,12.077
2351,AOI,20160524,1961.629
43180,COWI,20160524,0.325
54890,BLNK,20160523,3.4160000000000004
21871,OKRGQ,20160523,5.349
17120,GKIT,20160523,6.247999999999999
51739,FSBC,20160520,255.80700000000002
26747,ZDGE,20160520,8.352
27025,WCFB,20160520,112.916
18773,PLFX,20160520,3.03
26957,RNDB,20160520,383.163
48832,XFLS,20160520,0.004
26337,SUPV,20160520,2544.528
25948,MRUS,20160520,38.543
58883,EXAD,20160519,0.055
26780,UAVS,20160519,0.34299999999999997
38090,AGTK,20160519,0.091
26909,HONE,20160518,2163.1420000000003
53878,KANP,20160518,126.12299999999999
17844,VHMC,20160518,0.0
51824,SPI,20160517,709.57
25992,PMVAU,20160517,0.214
35945,ORXE,20160517,0.326
61000,5912B,20160517,25.296999999999997
47788,FREEF,20160517,18.718
34043,BXLC,20160517,18.913
18897,NACG.1,20160516,0.141
57902,AMBS,20160516,11.770999999999999
41407,MVC,20160516,516.842
52094,AMCN,20160516,531.601
28199,CSHEF,20160516,103.211
41287,SOIGF,20160516,6.575
9662,RADA,20160516,18.576
57608,RENN,20160516,1267.833
54557,SWHN,20160516,0.342
25538,ANPFF,20160516,18.485
55315,SGOC,20160516,86.882
57653,DATE,20160513,159.326
60464,MTL,20160513,4676.124
50486,UEEC,20160513,0.052000000000000005
26227,BBU,20160513,7635.0
26235,ACIA,20160513,130.744
18847,APPG,20160513,0.386
26381,ONS,20160513,31.323
53891,MOMTD,20160512,39.248000000000005
53892,MOMTD,20160512,29.046
25233,SITE,20160512,668.7
26732,COE,20160512,45.008
51626,PRGNF,20160512,107.241
51299,YGE,20160511,2723.19
36635,TPB,20160511,248.72
26719,NH,20160511,411.95300000000003
43164,BKFG,20160510,5.176
46606,TEXC,20160510,21.816999999999997
11440,AKRX,20160510,2112.71
18507,ARET,20160510,6.277
49552,ASTV,20160509,15.741
35818,CBIS,20160509,1.801
58741,GAHC,20160509,0.397
57918,BOLC,20160509,0.857
9130,HZNM,20160509,0.0
61140,ATH,20160509,80854.0
26329,SBPH,20160506,14.577
15603,CBDS,20160506,3.2510000000000003
54220,SCFFF,20160506,2.081
53531,BLPG,20160504,1.463
57247,CCGN,20160504,43.222
28094,YUMC,20160504,3201.0
16455,UBIQ,20160504,6.343999999999999
26703,PLSE,20160503,14.325
25781,IMII,20160503,2.925
56667,GRSU,20160503,0.036000000000000004
26429,MBRX,20160503,0.027999999999999997
39116,IVFZF,20160502,0.017
45087,GBGD,20160502,2.6239999999999997
26274,GSM,20160502,2406.061
26282,ABIL,20160502,45.57
58912,SRMMF,20160502,23.866
26602,ENIC,20160502,7519.562
60536,SNDE,20160502,410.216
10302,SEMUF,20160502,3924.511
4319,MFCB,20160502,706.2289999999999
49024,KBSF,20160502,109.32
57345,SMPR,20160502,3.984
13139,FGBDF,20160502,3.397
54496,YUANF,20160502,750.315
14510,CAPP,20160502,13.379000000000001
57122,PACQF,20160502,38.553000000000004
47629,YUSG,20160502,0.0
32927,NSFDF,20160502,28.239
34705,APWC,20160502,305.402
22553,DBIN,20160430,2234.29
19773,DSKY,20160429,316.466
19988,PTVRF,20160429,8.484
21234,AAAP,20160429,297.64799999999997
1397,ASWRF,20160429,0.653
61104,AGHEF,20160429,25.599
60218,CEENF,20160429,1.237
20845,CCRC,20160429,31.009
25859,ADXDF,20160429,11.347999999999999
25733,SDRYF,20160429,60.016000000000005
20751,KWGBF,20160429,31.64
21065,TANH,20160429,87.075
56281,FRNFF,20160429,81.786
43172,EAS1,20160429,3145.093
21817,JMU,20160429,342.774
41869,AXMIF,20160429,0.348
26487,ELIO,20160429,39.349000000000004
57505,ANLDF,20160429,13.724
56911,RYPPF,20160429,1.885
37104,LMDCF,20160429,3.781
37137,AUNFF,20160429,77.255
37201,JPOTD,20160429,7.037000000000001
37233,SBEZF,20160429,0.467
37249,XLEFF,20160429,0.568
37511,AGGFF,20160429,23.74
37604,COGDD,20160429,0.001
31030,RDI,20160429,375.091
57669,GEEPF,20160429,89.523
43089,EAS3,20160429,4194.195
39350,CGXEF,20160429,30.305
58361,EPCPF,20160429,22.706
27212,HBAN.P,20160429,97113.0
56614,DANG,20160429,713.3639999999999
11995,ACAVF,20160429,13.838
42159,HBIO,20160429,120.21700000000001
42183,COGLF,20160429,10.786
26690,COTV,20160429,2147.007
26610,EOCA,20160429,5492.265
18705,JMEI,20160429,770.582
13808,GAYGF,20160429,9.88
51379,CNWHF,20160429,0.183
50382,UPGI,20160429,55.065
49180,PRBEQ,20160429,174.632
17110,CCNCF,20160429,7.874
49212,MOBIF,20160429,5.341
60752,GLBS,20160429,114.837
49078,SZSMF,20160429,63.928999999999995
48848,SNIPF,20160429,17.233
49091,CRRDF,20160429,2.741
57329,QIHU,20160428,3655.163
10053,GTII,20160428,0.09
36811,VLKAY,20160428,414743.217
34673,CLWT,20160428,21.27
1774,CGP1,20160428,1401.0
59330,OGZPY,20160428,233101.387
25876,RRR,20160428,2932.111
26077,NXIFF,20160428,4.965
43353,0218B,20160428,14117.062
10055,GTII,20160428,0.109
56362,LNGRF,20160428,10.254000000000001
26682,LCA,20160428,0.33399999999999996
10054,GTII,20160428,0.095
10052,GTII,20160428,0.08900000000000001
15290,CNAB,20160428,0.594
10051,GTII,20160428,0.08800000000000001
31244,PTGCY,20160428,335.699
9778,UNDT,20160428,0.084
31018,CHNR,20160428,7.972
53767,REPCF,20160428,0.301
58037,BRHM.1,20160428,0.006
39077,VMII,20160428,0.012
1766,CCOM,20160428,29.724
29978,AKO.B,20160428,3119.618
38454,EAS2,20160428,4950.799
38678,PRYNF,20160428,0.046
56541,XNY.1,20160428,144.299
12456,HHHEF,20160428,0.002
18634,TKCI,20160428,0.335
48512,ATANF,20160428,1.44
18871,IGAMF,20160428,41.836999999999996
48831,XFLS,20160427,0.022000000000000002
57467,TEUFF,20160427,356.251
51587,RYOOF,20160427,0.011000000000000001
33555,ICTSF,20160427,42.349
51666,XRESF,20160427,0.102
33287,GSH,20160427,4931.192
60976,BVXV,20160427,10.597999999999999
14394,PALS,20160427,0.318
10110,LMEFF,20160427,0.08
17328,DELAF,20160427,87.35
25576,NBRV,20160427,117.40899999999999
26763,ADNT,20160427,10437.0
51771,GNTOF,20160427,0.204
26764,ADNT,20160427,10034.0
38865,7615B,20160427,0.22
54712,BARZ,20160427,4.62
15547,EQXGF,20160426,1.868
28340,THRSF,20160426,46.085
47796,AUSVF,20160426,0.059000000000000004
45609,TOPS,20160426,75.33
3753,HMENF,20160426,29.49
55941,AMBOY,20160426,155.597
11181,ANFI,20160426,472.481
21737,FLKKF,20160426,50.266000000000005
46777,CVHL,20160425,33.135999999999996
11971,VEGYF,20160425,25.518
14386,PVVTF,20160425,495.963
46067,CHMD,20160422,0.33399999999999996
26666,PHC,20160422,443.194
19946,RNWR,20160422,2.781
25509,ARA,20160422,939.4689999999999
51658,EJ,20160422,1784.5020000000002
20476,GERS,20160422,6.9510000000000005
37374,PAOS,20160422,12.932
49761,CNIT,20160422,66.092
16145,AROSF,20160422,7.985
13640,AMXEF,20160422,3.6519999999999997
24204,GWSV,20160422,112.624
58767,CPMMF,20160422,55.787
50089,HNSN,20160422,45.718
87,ACMTA,20160422,73.518
59847,AVAL,20160422,68882.338
56921,NCERF,20160421,11.755
21300,NRXCF,20160421,1.229
47048,MDLNF,20160421,163.917
40373,JDVB,20160421,799.068
49387,MBGNF,20160421,0.027000000000000003
56048,OSN,20160421,154.241
53838,NRBT,20160420,1.1909999999999998
52256,CCCL,20160420,202.695
54815,SSPXF,20160420,20.369
16185,FNNGF,20160420,0.006999999999999999
10718,WSCRF,20160420,23.65
46384,GRVY,20160420,39.109
3434,GDRZF,20160420,22.381
16432,COSM,20160420,0.6579999999999999
58249,RNVA,20160419,27.971999999999998
44630,ADES,20160419,76.497
44631,ADES,20160419,65.305
58611,XCLL,20160419,0.19699999999999998
44632,ADES,20160419,60.775
41919,RMLFF,20160419,0.037000000000000005
53681,MNGGF,20160419,36.719
44629,ADES,20160419,82.869
19622,MCUR,20160419,28.149
57001,EMRRF,20160419,2.595
21160,IPLO.1,20160419,8.312000000000001
37373,PAOS,20160418,13.338
26266,HRI,20160418,3406.8
50688,UECN,20160418,91.492
44495,QUES,20160418,51.87
26660,GEMP,20160418,4.5
26652,MIII,20160418,0.13699999999999998
49271,ULTRF,20160418,849.316
54328,PGTMF,20160418,0.048
56216,MY,20160418,2566.659
26640,PZRXQ,20160418,3.9139999999999997
40055,LKST,20160418,4.539
37439,ICLTF,20160418,22.581999999999997
61071,IMOS,20160418,1003.618
48783,BATS,20160415,1316.9
14820,ALYE,20160415,68.93
39932,PRZM,20160415,29.3
34095,AEG1,20160415,9165.935
18093,ONRGF,20160415,59.254
11054,SVLT,20160415,4.2860000000000005
15418,USDF,20160415,0.008
55387,UHLN,20160415,0.266
26772,APVO,20160415,112.456
57645,ZX,20160415,592.075
57282,RLJE,20160415,151.46
49820,ARBV,20160415,248.767
11867,LFAP,20160415,0.017
11078,GBCS,20160415,41.777
58969,APPO,20160414,4.273
55142,AVTD,20160414,0.45299999999999996
58985,BICX,20160414,1.405
54042,NCAP,20160414,0.41100000000000003
60420,MMRF,20160414,0.7170000000000001
7058,LTTC,20160414,3.573
15767,NXTD,20160414,5.135
8307,USEG,20160414,33.132
36444,ZAAP,20160414,79.65
872,CHSO,20160414,6.638
8387,CTTC,20160414,4.208
41559,TBIOD,20160414,4.816
34855,PRHL,20160414,5.16
8699,CHJI,20160414,16.500999999999998
56903,FCHS,20160414,22.624000000000002
13979,SFIV,20160414,0.0
37096,TGRO,20160414,0.015
13752,STD2,20160414,127633.00099999999
9218,MJTV,20160414,0.005
14502,AXIM,20160414,1.262
53737,BSPM,20160414,51.364
38809,ACOL,20160414,0.377
33420,ELED,20160414,0.38299999999999995
54154,CNET,20160414,35.46
57176,TRGM,20160414,2.427
14931,BMIX,20160414,1.133
39140,SKVI,20160414,0.401
13383,SURP,20160414,0.32
15131,CCCR,20160414,24.447
56713,LLEX,20160414,3.928
29923,GRMC,20160414,0.851
57201,3WIZD,20160414,6.771
54889,BLNK,20160414,4.572
18389,BLCK,20160414,0.637
51856,FTLF,20160414,17.558
39047,CSHB,20160414,181.021
54378,GTSO,20160414,0.001
51789,RDAR,20160414,0.017
38694,FLXT,20160414,5.303
28492,NVIC,20160414,0.812
28436,IMCI,20160414,0.377
57043,CTOP,20160414,3.222
30920,MENB,20160414,17.035999999999998
15555,ENCR,20160414,7.557
51755,VRS1,20160414,2733.0
58045,AFAN,20160414,0.877
27848,HHBT,20160414,46.461000000000006
37755,VKIN,20160414,1.17
27668,VCSY,20160414,1.669
37699,TPIV,20160414,6.645
37588,CHWE,20160414,0.0
40079,FBER,20160414,1.354
29119,KIWB,20160414,0.29600000000000004
58321,CVSI,20160414,27.295
33691,MGTI,20160414,6.119
37407,TAKD,20160414,0.115
53585,GWTI,20160414,0.001
53673,RPMT,20160414,0.777
45095,ALN,20160414,309.538
52986,VRS,20160414,2710.0
22452,LNGB,20160414,0.08900000000000001
10533,STCB,20160414,0.846
22394,FUTL,20160414,7.41
43768,WLGC,20160414,0.046
43593,IRLD,20160414,18.498
12618,OGES,20160414,28.465999999999998
59759,EVTCY,20160414,313.323
21464,ASND,20160414,143.093
43328,DSOX,20160414,1.993
43249,VSYS,20160414,1.2
45433,VSPC,20160414,0.162
48274,CETY,20160414,3.2489999999999997
12694,HHERD,20160414,4.658
43105,BLTA,20160414,1.7069999999999999
22501,CDRBQ,20160414,12.069
17778,CURM,20160414,0.051
10806,GRST,20160414,0.473
22599,IFNY,20160414,0.004
22659,WNDM,20160414,1.392
48232,PRTT,20160414,0.0
22675,FENX,20160414,177.668
22897,ICGL.1,20160414,4.217
11238,USMD,20160414,278.738
22901,SURG.3,20160414,2.627
51985,KALO,20160414,0.293
52498,FDBL,20160414,0.257
24783,VLDI,20160414,0.3
24424,LSCG,20160414,41.575
45358,MICT,20160414,40.143
23853,CLOW,20160414,0.049
11392,OMAG,20160414,718.985
55744,RMSL,20160414,0.0
49576,COTE,20160414,2.408
49046,PHOT,20160414,1.4680000000000002
21396,MDVX,20160414,11.532
42837,NPHC,20160414,0.38799999999999996
20717,TLCC,20160414,86.2
56448,WHHT,20160414,64.516
47583,DRSV,20160414,3.531
21057,MRDN,20160414,51.683
49112,CXGP,20160414,1.056
12837,JPEX,20160414,0.0
48426,REAC,20160414,0.0
49125,SXE,20160414,1318.96
42672,FLCR,20160414,5.316
21408,QKLS,20160414,142.974
26784,BPRN,20160414,1013.322
60848,XGTI,20160414,16.574
47862,ESPH,20160414,2.135
52224,PTOI,20160414,5.394
42032,SFRX,20160413,0.09699999999999999
12892,SMRS,20160413,36.999
12115,LKAI,20160413,0.787
9734,HSTC,20160413,0.0
37923,BOTH,20160413,0.075
11615,QTXB,20160413,0.359
17872,TSGL,20160413,0.0
39164,SBSAA,20160413,451.744
45681,FTCY,20160413,2.439
61148,MTP,20160413,94.435
59871,MTCPY,20160413,31107.255
25485,OBMP,20160413,0.727
1317,KRED,20160413,0.655
46565,0156A,20160413,588.0
15629,EAST,20160413,1.2919999999999998
41247,NGBL,20160413,6.992000000000001
14741,ALLM,20160413,8.825
71,WDDD,20160413,0.026000000000000002
58123,ROII,20160413,19.55
33009,ENTK.2,20160413,0.129
49656,NECB,20160412,593.605
20206,FWP,20160412,182.90400000000002
18440,MDIT,20160412,18.378
15928,AXPW,20160412,10.599
26755,VRT.WI,20160412,4745.9
57380,SRNA,20160412,3.103
26516,EYTH,20160412,0.7190000000000001
26756,VRT.WI,20160412,4589.7
6561,PDNLB,20160412,1.399
48362,CGLD,20160412,0.0
33683,DYNR,20160412,7.787000000000001
48093,PSIDD,20160412,4.695
36859,CKHUY,20160412,133271.059
48466,GIGL,20160412,2.161
50885,SPCB,20160411,65.942
38254,SKAS,20160411,6.242999999999999
21948,TRHF,20160411,0.115
37372,PAOS,20160411,13.165999999999999
14584,LITB,20160411,55.493
22747,PAVM,20160411,1.214
45918,JRJC,20160411,144.065
46179,NCTY,20160411,83.068
9873,HEMA,20160411,8.266
26628,NTLA,20160411,82.139
53877,KANP,20160411,131.808
57841,MSBI,20160411,2884.824
61032,LEDIF,20160411,9.913
5281,MLLS,20160411,2.035
26618,APFH,20160411,1096.1589999999999
5283,MLLS,20160411,2.085
5282,MLLS,20160411,2.085
60330,SENR,20160411,7.449
54120,ENRJ,20160411,21.834
10193,RGRX,20160411,0.358
40730,9845B,20160408,301657.0
54104,SRCRF,20160408,27.455
5279,MLLS,20160408,1.993
5278,MLLS,20160408,1.949
5277,MLLS,20160408,1.9709999999999999
4383,PNRG,20160408,226.795
6553,PCP,20160408,20497.0
5284,MLLS,20160408,2.193
5280,MLLS,20160408,2.082
16041,LOGG,20160408,0.154
55122,HCMC,20160408,34.248000000000005
33412,DTRK,20160408,3.832
61047,DBVT,20160407,372.76800000000003
50366,FFHL,20160407,93.206
38205,ARPC,20160407,0.14300000000000002
48338,FCRE,20160407,34.374
36739,JMHLY,20160407,66955.0
23691,AGLE,20160407,38.654
51781,CALI,20160407,288.223
52468,VPRB,20160407,0.059000000000000004
51267,CYLU,20160407,36.688
21753,KEN,20160406,4482.777
50474,3PBCP,20160406,291.611
32291,MLSS,20160406,12.809000000000001
18993,ETFM,20160406,0.294
23558,ISGN,20160406,1.976
17086,ALVOF,20160406,84.28399999999999
41183,YOSN,20160405,3.088
43884,SVA,20160405,202.984
57825,FDGMF,20160405,3.7939999999999996
48860,ENDV,20160405,0.409
35243,ONSM,20160405,10.956
54128,PSON,20160405,0.154
34220,PBIO,20160405,1.804
42199,SRCH,20160405,136.644
39513,BERK,20160405,763.816
40166,INV,20160405,2152.689
32909,EVTN,20160405,0.307
60744,QURE,20160404,262.899
57299,BRDT.1,20160404,1.0590000000000002
59338,LUKOY,20160404,68631.698
20317,CREX,20160404,23.035999999999998
17312,EMAV,20160404,0.081
57824,FDGMF,20160404,4.085
19411,INVT,20160404,19.351
47967,AIRI,20160404,88.25
26587,YIN,20160404,120.374
52298,BGMD,20160404,2.133
36077,BRMR,20160404,1060.1580000000001
29636,MIICF,20160404,10363.0
59099,GLYE,20160404,4.872
35253,EDAP,20160404,41.895
56105,PWON,20160404,9.509
10938,MHGU,20160402,109.523
56754,MDRM,20160401,0.068
20142,UNIB,20160401,182.459
58717,SOUL,20160401,0.46
23780,ARCI,20160401,46.846000000000004
20819,HRMN,20160401,117.81299999999999
7924,TOFB,20160401,3.523
25600,QHC,20160401,2294.856
59219,EBR,20160401,37755.861000000004
26179,AGR,20160401,30743.0
32331,TLK,20160401,12048.0
33507,AXAHY,20160401,963269.313
1995,CUO,20160401,75.755
39358,DVLY,20160401,17.202
40798,FULO,20160401,0.128
45807,CHCI,20160401,58.478
52684,RGSE,20160401,17.035
56401,ENZB,20160401,0.18899999999999997
40806,ZYXI,20160331,3.696
47095,BURG,20160331,42.205
61128,NOMD,20160331,5353.161
60864,CANF,20160331,17.628
